view,stype,variable,plain_english_description,segment_rows,missing_pct,zero_pct,positive_pct,nonmissing_n,mean,sd,min,p1,p25,p50,p75,p90,p95,p99,max
raw_source,ALL_STYPES,atlls,atlls,2843285,87.4,1.2,11.4,359627,1308.409,7772.597,-26242.497,0.0,2.369,37.986,320.24,1860.0,4890.007,26039.53,1045395.9
raw_source,ALL_STYPES,capx_to_assets,Capital expenditures / identifiable assets,2843285,56.2,5.1,38.5,1245647,0.07,2.213,-72.0,0.0,0.004,0.027,0.07,0.141,0.219,0.5,1836.177
raw_source,ALL_STYPES,capx_to_sales,Capital expenditures / sales,2843285,57.6,4.4,37.7,1206735,2.141,484.544,-12256.909,0.0,0.01,0.033,0.1,0.336,0.785,6.327,266882.0
raw_source,ALL_STYPES,capxs,Segment capital expenditures,2843285,52.3,6.8,40.7,1355416,130.218,1127.532,-11115.0,0.0,0.161,3.2,31.013,186.348,491.651,2401.0,653000.0
raw_source,ALL_STYPES,caxts,caxts,2843285,79.6,0.2,20.0,579037,-80139.612,35720108.828,-15693000001.0,0.0,14.06,73.094,411.593,1727.525,4058.935,18500.356,4372700.0
raw_source,ALL_STYPES,cogss,cogss,2843285,75.2,2.3,21.9,704338,-144825.007,51788586.82,-23156000001.0,-6.414,2.765,35.121,247.59,1137.0,2855.053,14711.0,359806.162
raw_source,ALL_STYPES,dps,dps,2843285,50.9,4.3,44.6,1395765,90.18,861.367,-6789.238,0.0,0.346,3.535,28.0,141.427,336.0,1545.0,490475.0
raw_source,ALL_STYPES,emps,Segment employees,2843285,70.5,2.2,27.3,838548,5148.303,25298.76,0.0,0.0,52.0,350.0,2239.0,9646.0,22000.0,80613.0,1700000.0
raw_source,ALL_STYPES,esubs,esubs,2843285,47.9,46.8,3.6,1480373,4.183,111.619,-6735.0,-5.5,0.0,0.0,0.0,0.0,1.211,76.0,32752.356
raw_source,ALL_STYPES,ias,Segment identifiable assets,2843285,41.4,1.6,55.9,1667131,5163.391,54731.48,-1794519.602,-108.81,17.761,159.981,1056.203,5070.0,12687.594,86299.12,6630556.091
raw_source,ALL_STYPES,ibs,ibs,2843285,78.0,0.3,12.5,626682,108.688,1127.02,-63798.0,-613.816,-5.264,1.486,34.699,207.864,532.184,2615.168,124078.0
raw_source,ALL_STYPES,iints,iints,2843285,84.9,4.5,10.4,428654,104.955,14640.025,-21813.444,-0.344,0.0,0.167,6.021,52.956,145.024,970.534,6737118.389
raw_source,ALL_STYPES,intseg,intseg,2843285,26.9,66.4,6.2,2077623,62.547,6476.938,-5213990.0,0.0,0.0,0.0,0.0,0.0,14.0,827.008,199563.731
raw_source,ALL_STYPES,ivaeqs,ivaeqs,2843285,44.2,50.7,5.1,1585379,36.668,543.01,-25277.549,0.0,0.0,0.0,0.0,0.0,17.997,662.0,56914.0
raw_source,ALL_STYPES,log_sales,"Log(1 + sales), for nonnegative sales",2843285,4.4,11.0,84.5,2717071,4.181,2.754,0.0,0.0,1.972,4.305,6.264,7.773,8.604,9.998,15.311
raw_source,ALL_STYPES,nis,nis,2843285,78.9,0.2,12.0,600157,111.238,1107.729,-98696.0,-654.588,-5.852,1.656,36.985,219.721,560.582,2698.889,112010.0
raw_source,ALL_STYPES,nopxs,nopxs,2843285,84.6,3.5,8.0,436858,4.938,165.272,-31057.171,-104.688,-0.003,0.006,1.334,13.0,39.055,212.217,7840.116
raw_source,ALL_STYPES,nxints,nxints,2843285,84.0,1.3,6.5,455340,-708198.187,136143910.907,-37861000001.0,-664.602,-5.722,-0.013,2.811,63.951,260.181,2869.53,6737046.644
raw_source,ALL_STYPES,obs,obs,2843285,89.7,6.0,4.3,293094,1288.479,208302.174,-5333.0,0.0,0.0,0.0,16.4,242.334,970.003,9026.77,70385000.0
raw_source,ALL_STYPES,ocaxs,ocaxs,2843285,85.4,14.6,0.0,414444,0.085,14.743,-985.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5685.51
raw_source,ALL_STYPES,oelim,oelim,2843285,36.5,63.5,0.0,1806672,0.019,39.31,-12738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5847.0
raw_source,ALL_STYPES,oiadps,oiadps,2843285,70.9,0.4,18.3,827881,237.899,2102.945,-473708.0,-595.419,-3.058,8.556,101.19,467.65,1048.406,4183.638,384000.0
raw_source,ALL_STYPES,oibdps,oibdps,2843285,71.4,0.4,19.4,812238,329.161,2262.42,-66359.0,-378.022,-1.195,15.516,142.652,635.416,1420.0,5368.0,384000.0
raw_source,ALL_STYPES,op_margin,Operating profit / sales,2843285,53.1,0.3,34.4,1334114,-5.713,508.115,-88074.0,-54.806,-0.007,0.081,0.195,0.408,0.564,1.0,475147.0
raw_source,ALL_STYPES,ops,Segment operating profit,2843285,47.7,1.5,34.4,1485746,174.152,1845.354,-473708.0,-418.727,-0.925,5.058,63.959,321.976,760.0,3177.644,772000.0
raw_source,ALL_STYPES,ppents,Segment PP&E,2843285,77.3,1.7,21.0,646673,950.571,5007.882,-8200.568,0.0,1.542,18.484,176.557,1375.0,3883.0,19904.0,321900.0
raw_source,ALL_STYPES,ptis,ptis,2843285,75.0,0.3,14.6,711359,160.044,1368.872,-65275.0,-816.257,-5.369,2.676,55.637,329.052,833.984,3804.0,132729.0
raw_source,ALL_STYPES,rd_to_sales,R&D / sales,2843285,86.3,6.3,7.4,390267,6.031,179.895,-1037.324,0.0,0.0,0.007,0.146,0.867,3.859,58.598,42070.667
raw_source,ALL_STYPES,rds,Segment R&D,2843285,84.8,7.0,8.2,431862,44.426,393.901,-1498.308,0.0,0.0,0.174,8.1,47.764,124.533,784.0,41287.0
raw_source,ALL_STYPES,revts,revts,2843285,24.8,7.5,66.7,2138022,-11764.269,11348022.07,-9580000001.0,-3.113,8.094,97.114,676.8,2952.3,6675.0,26771.16,4460500.0
raw_source,ALL_STYPES,sales,Segment sales,2843285,2.9,11.0,84.5,2760628,1350.686,10495.733,-57121.0,-8.279,5.136,68.52,507.512,2325.4,5359.998,21742.422,4460500.0
raw_source,ALL_STYPES,salexg,salexg,2843285,98.0,0.2,1.9,57842,249.06,1556.676,-1.284,0.0,1.296,8.2,53.0,290.981,821.813,5119.709,69655.106
raw_source,ALL_STYPES,segment_sales_share,Segment positive sales / firm-year-stype positive sales,2843285,2.4,13.1,84.5,2775708,0.233,0.294,0.0,0.0,0.018,0.11,0.333,0.82,1.0,1.0,1.0
raw_source,ALL_STYPES,spis,spis,2843285,79.2,9.0,2.7,591967,-24.672,393.827,-48019.0,-590.711,-3.334,0.0,0.0,0.336,4.3,91.0,56975.0
raw_source,ALL_STYPES,txts,txts,2843285,77.3,5.9,13.1,645693,44.137,463.11,-45415.0,-186.043,0.0,0.233,10.396,74.0,198.925,998.0,36863.0
raw_source,ALL_STYPES,txws,txws,2843285,36.4,63.4,0.2,1808208,9.115,410.033,-2075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53211.0
raw_source,ALL_STYPES,xidos,xidos,2843285,82.9,15.3,0.9,487484,0.562,162.262,-54122.0,-15.708,0.0,0.0,0.0,0.0,0.0,22.785,13977.0
raw_source,ALL_STYPES,xints,xints,2843285,77.7,3.6,18.4,634665,79.674,1227.041,-21813.376,-2.0,0.052,2.139,23.675,108.531,233.848,998.593,137861.0
raw_source,ALL_STYPES,xsgas,xsgas,2843285,82.3,0.4,17.2,504048,242.918,1299.173,-28720.211,0.0,5.786,23.3,97.377,368.123,864.589,4196.0,110081.0
raw_source,BUSSEG,atlls,atlls,1276288,98.9,0.1,1.0,13767,1628.634,10017.376,-6862.155,-512.42,1.33,30.199,395.35,2413.696,5872.809,24767.895,201390.0
raw_source,BUSSEG,capx_to_assets,Capital expenditures / identifiable assets,1276288,28.4,8.6,62.7,913564,0.069,2.192,-72.0,0.0,0.005,0.028,0.07,0.143,0.222,0.506,1836.177
raw_source,BUSSEG,capx_to_sales,Capital expenditures / sales,1276288,32.7,6.8,60.0,858717,2.675,573.452,-8438.167,0.0,0.01,0.033,0.095,0.335,0.811,6.768,266882.0
raw_source,BUSSEG,capxs,Segment capital expenditures,1276288,24.0,10.4,65.3,969372,108.053,723.028,-11115.0,0.0,0.137,2.5,23.475,142.424,379.591,2001.406,65096.4
raw_source,BUSSEG,caxts,caxts,1276288,69.8,0.3,29.7,385472,975.61,5733.944,-77346.0,0.0,11.033,57.168,325.214,1425.3,3523.744,17547.8,317826.0
raw_source,BUSSEG,cogss,cogss,1276288,61.9,4.4,32.9,486184,-114529.813,48993764.187,-23156000001.0,-6.002,1.957,28.133,203.624,975.338,2523.547,13460.0,308643.0
raw_source,BUSSEG,dps,dps,1276288,19.6,6.7,73.4,1026689,76.223,678.087,-6789.238,0.0,0.272,2.715,21.821,113.238,276.566,1326.0,490475.0
raw_source,BUSSEG,emps,Segment employees,1276288,60.8,2.5,36.7,500503,4469.532,21920.438,0.0,0.0,42.0,273.0,1721.0,7770.0,18532.0,75024.9,905766.0
raw_source,BUSSEG,esubs,esubs,1276288,35.3,56.8,5.3,825910,4.437,112.001,-6735.0,-7.651,0.0,0.0,0.0,0.0,2.369,90.812,32752.356
raw_source,BUSSEG,ias,Segment identifiable assets,1276288,14.2,1.7,82.5,1094786,3576.794,39225.764,-908320.507,-105.621,14.252,121.224,834.441,4081.886,9946.806,54475.93,3844092.0
raw_source,BUSSEG,ibs,ibs,1276288,67.5,0.6,16.9,414738,89.089,1052.295,-63798.0,-591.673,-7.324,0.259,24.439,167.423,442.036,2364.136,112010.0
raw_source,BUSSEG,iints,iints,1276288,78.1,6.6,15.1,279951,33.815,561.064,-21813.444,-0.877,0.0,0.124,3.571,36.475,94.977,572.104,112167.637
raw_source,BUSSEG,intseg,intseg,1276288,25.9,64.6,8.8,945674,80.803,9518.699,-5213990.0,0.0,0.0,0.0,0.0,1.0,44.0,1283.534,199563.731
raw_source,BUSSEG,ivaeqs,ivaeqs,1276288,31.6,61.1,7.2,872799,38.843,545.772,-25277.549,0.0,0.0,0.0,0.0,0.194,25.845,733.95,43911.817
raw_source,BUSSEG,log_sales,"Log(1 + sales), for nonnegative sales",1276288,3.0,11.2,85.8,1237820,4.109,2.734,0.0,0.0,1.899,4.225,6.177,7.681,8.516,9.929,13.709
raw_source,BUSSEG,nis,nis,1276288,69.0,0.4,16.0,395532,95.825,1065.663,-29417.0,-636.0,-8.252,0.24,25.828,178.763,474.486,2574.253,112010.0
raw_source,BUSSEG,nopxs,nopxs,1276288,76.7,5.3,11.6,296903,3.413,162.438,-31057.171,-100.503,-0.019,0.0,0.93,8.942,28.422,178.04,7362.386
raw_source,BUSSEG,nxints,nxints,1276288,76.6,2.2,9.4,298887,79.157,1199.792,-36883.0,-570.0,-3.651,-0.005,1.261,45.0,186.497,2065.551,110980.934
raw_source,BUSSEG,obs,obs,1276288,83.5,8.3,8.2,210854,1038.133,115423.027,-5333.0,0.0,0.0,0.0,27.0,300.0,1178.0,10700.0,35477000.0
raw_source,BUSSEG,ocaxs,ocaxs,1276288,78.1,21.9,0.0,280072,0.051,7.597,-42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1631.8
raw_source,BUSSEG,oelim,oelim,1276288,31.4,68.5,0.1,875758,0.259,28.306,-768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5847.0
raw_source,BUSSEG,oiadps,oiadps,1276288,57.1,0.7,24.8,547482,200.292,1937.692,-473708.0,-539.788,-4.949,3.543,75.0,380.857,896.997,3814.0,384000.0
raw_source,BUSSEG,oibdps,oibdps,1276288,57.6,0.7,26.6,540781,284.309,2016.615,-61741.0,-353.222,-2.571,8.361,109.143,529.748,1223.595,4977.0,384000.0
raw_source,BUSSEG,op_margin,Operating profit / sales,1276288,29.2,0.5,50.3,904004,-6.838,607.684,-88074.0,-71.639,-0.026,0.075,0.183,0.384,0.556,1.0,475147.0
raw_source,BUSSEG,ops,Segment operating profit,1276288,20.4,1.8,50.3,1016171,145.67,1468.23,-473708.0,-383.514,-1.553,3.111,48.508,260.271,634.0,2810.916,384000.0
raw_source,BUSSEG,ppents,Segment PP&E,1276288,74.1,2.1,23.7,330274,788.993,4172.501,-8200.568,0.0,0.777,10.29,103.98,966.994,3129.939,18267.1,141818.0
raw_source,BUSSEG,ptis,ptis,1276288,63.3,0.6,19.6,468602,137.271,1356.237,-65275.0,-708.0,-7.3,0.668,37.25,249.706,666.553,3629.99,132729.0
raw_source,BUSSEG,rd_to_sales,R&D / sales,1276288,77.3,8.4,14.3,290132,6.792,199.271,-1037.324,0.0,0.0,0.027,0.182,1.131,4.731,67.313,42070.667
raw_source,BUSSEG,rds,Segment R&D,1276288,74.5,9.6,15.8,325639,54.977,444.643,-1498.308,0.0,0.0,0.794,12.345,62.16,160.0,959.758,41287.0
raw_source,BUSSEG,revts,revts,1276288,23.0,11.4,64.3,983123,-27719.141,16734852.505,-9580000001.0,-16.0,3.203,72.665,572.601,2629.0,6076.0,24914.822,899000.0
raw_source,BUSSEG,sales,Segment sales,1276288,0.7,11.2,85.8,1266937,1217.245,6935.854,-54607.0,-25.559,4.249,61.148,457.3,2095.519,4871.523,20183.832,899000.0
raw_source,BUSSEG,salexg,salexg,1276288,99.9,0.0,0.0,669,283.751,954.334,0.0,0.0,0.44,7.203,73.534,660.426,1301.378,5002.583,13000.0
raw_source,BUSSEG,segment_sales_share,Segment positive sales / firm-year-stype positive sales,1276288,3.5,10.7,85.8,1231798,0.269,0.297,0.0,0.0,0.036,0.19,0.333,0.953,1.0,1.0,1.0
raw_source,BUSSEG,spis,spis,1276288,70.1,12.9,3.8,381451,-23.228,366.375,-35989.946,-537.296,-3.188,0.0,0.0,0.218,3.298,76.829,56975.0
raw_source,BUSSEG,txts,txts,1276288,66.7,9.8,18.0,424890,38.313,425.224,-29110.0,-168.29,0.0,0.05,7.228,58.655,163.506,917.11,29749.0
raw_source,BUSSEG,txws,txws,1276288,31.3,68.5,0.2,877125,7.356,400.846,-62.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50818.0
raw_source,BUSSEG,xidos,xidos,1276288,75.2,22.6,1.0,316176,0.837,79.495,-5029.1,-12.0,0.0,0.0,0.0,0.0,0.0,13.172,13356.0
raw_source,BUSSEG,xints,xints,1276288,67.0,6.1,26.3,421007,51.051,502.07,-21813.376,-2.4,0.017,1.139,15.998,84.176,193.993,804.94,103892.0
raw_source,BUSSEG,xsgas,xsgas,1276288,73.3,0.8,25.8,341186,228.614,1209.941,-28131.0,0.0,4.873,21.266,91.506,348.0,815.005,4070.981,72000.0
raw_source,GEOSEG,atlls,atlls,1381895,75.9,2.3,21.8,333671,1254.747,7664.148,-16022.258,0.0,2.294,36.546,304.455,1721.9,4568.157,25261.0,1045395.9
raw_source,GEOSEG,capx_to_assets,Capital expenditures / identifiable assets,1381895,83.2,1.8,15.0,232587,0.069,2.21,-16.503,0.0,0.002,0.022,0.065,0.129,0.2,0.443,436.5
raw_source,GEOSEG,capx_to_sales,Capital expenditures / sales,1381895,82.5,2.0,15.5,242233,0.728,27.985,-396.483,0.0,0.01,0.033,0.1,0.299,0.595,3.387,4122.65
raw_source,GEOSEG,capxs,Segment capital expenditures,1381895,80.9,3.1,16.0,264573,170.52,1995.859,-8394.636,0.0,0.195,3.888,43.01,270.038,697.199,3047.0,653000.0
raw_source,GEOSEG,caxts,caxts,1381895,87.6,0.0,12.3,170754,1296.066,6780.901,-30100.999,0.287,21.768,109.735,600.273,2208.293,4894.513,19604.1,385121.0
raw_source,GEOSEG,cogss,cogss,1381895,87.8,0.4,11.6,168610,957.42,5958.189,-16298.723,-1.118,4.758,47.532,314.815,1337.526,3202.8,16114.018,359806.162
raw_source,GEOSEG,dps,dps,1381895,82.7,1.7,15.6,238412,106.435,1427.179,-453.0,0.0,0.544,4.53,35.4,180.091,405.229,1702.0,453000.0
raw_source,GEOSEG,emps,Segment employees,1381895,77.8,1.9,20.3,307455,5950.09,30276.173,0.0,0.0,70.0,468.0,2825.0,11749.0,24800.0,88857.0,1700000.0
raw_source,GEOSEG,esubs,esubs,1381895,59.2,38.6,1.5,563547,1.844,74.011,-5979.0,-0.76,0.0,0.0,0.0,0.0,0.0,20.588,32224.725
raw_source,GEOSEG,ias,Segment identifiable assets,1381895,68.6,1.6,29.5,434371,7392.028,78100.198,-1211646.0,-0.743,21.354,205.134,1279.523,5964.631,14964.34,122787.884,4349731.0
raw_source,GEOSEG,ibs,ibs,1381895,86.5,0.1,9.0,186156,123.57,1097.385,-50119.0,-506.676,-1.801,5.471,49.777,233.013,567.4,2599.863,83963.0
raw_source,GEOSEG,iints,iints,1381895,90.6,2.7,6.6,130043,239.721,26549.181,-3408.0,0.0,0.0,0.34,18.604,95.245,251.652,1855.656,6737118.389
raw_source,GEOSEG,intseg,intseg,1381895,30.6,67.1,2.1,959081,28.237,898.326,-83383.0,0.0,0.0,0.0,0.0,0.0,0.0,83.063,118346.0
raw_source,GEOSEG,ivaeqs,ivaeqs,1381895,54.5,42.9,2.5,628299,22.089,473.265,-16778.099,0.0,0.0,0.0,0.0,0.0,0.907,266.6,56914.0
raw_source,GEOSEG,log_sales,"Log(1 + sales), for nonnegative sales",1381895,5.6,10.7,83.6,1303919,4.116,2.732,0.0,0.0,1.913,4.193,6.175,7.708,8.559,9.992,14.604
raw_source,GEOSEG,nis,nis,1381895,86.8,0.0,8.9,182123,124.213,1158.062,-98696.0,-519.016,-1.758,5.931,52.398,243.0,579.0,2584.78,83963.0
raw_source,GEOSEG,nopxs,nopxs,1381895,90.2,2.2,5.5,135561,8.419,170.688,-18503.443,-112.905,0.0,0.048,2.726,24.137,64.0,268.169,7840.116
raw_source,GEOSEG,nxints,nxints,1381895,90.7,0.3,3.9,129078,-2498512.329,255697427.517,-37861000001.0,-782.874,-15.586,-0.152,11.895,79.812,241.716,2552.04,6737046.644
raw_source,GEOSEG,obs,obs,1381895,95.7,3.4,1.0,60005,2559.419,406351.574,-0.754,0.0,0.0,0.0,0.0,64.9,427.1,4727.595,70385000.0
raw_source,GEOSEG,ocaxs,ocaxs,1381895,90.3,9.7,0.0,134204,0.003,0.385,-5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.373
raw_source,GEOSEG,oelim,oelim,1381895,44.3,55.7,0.0,769576,0.031,3.64,-118.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.629
raw_source,GEOSEG,oiadps,oiadps,1381895,85.6,0.1,10.6,198887,297.479,2540.517,-42627.0,-340.773,-0.09,19.086,126.631,496.993,1120.023,4389.28,147929.0
raw_source,GEOSEG,oibdps,oibdps,1381895,86.3,0.1,10.7,189239,390.051,2763.635,-25241.0,-222.115,1.086,28.107,170.7,677.109,1504.824,5603.0,147929.0
raw_source,GEOSEG,op_margin,Operating profit / sales,1381895,76.6,0.1,18.0,322850,-3.615,131.454,-16121.0,-22.368,0.009,0.088,0.209,0.43,0.539,0.905,6151.517
raw_source,GEOSEG,ops,Segment operating profit,1381895,74.9,1.1,18.1,347075,216.258,2692.503,-42627.0,-273.712,0.0,9.352,81.023,359.498,839.618,3299.224,772000.0
raw_source,GEOSEG,ppents,Segment PP&E,1381895,78.2,1.5,20.3,301841,1051.295,5515.09,-2394.0,0.0,3.3,30.848,251.0,1663.9,4274.663,20790.0,321900.0
raw_source,GEOSEG,ptis,ptis,1381895,85.7,0.1,9.7,196993,191.263,1344.646,-44561.0,-655.0,-1.702,8.66,80.429,378.117,919.339,3952.453,58508.0
raw_source,GEOSEG,rd_to_sales,R&D / sales,1381895,94.0,3.9,2.0,82629,4.632,115.806,-218.737,0.0,0.0,0.0,0.033,0.455,2.598,43.543,12522.1
raw_source,GEOSEG,rds,Segment R&D,1381895,93.8,4.1,2.1,86286,12.098,153.966,-1244.142,0.0,0.0,0.0,1.127,15.37,41.39,186.968,34550.0
raw_source,GEOSEG,revts,revts,1381895,29.6,3.3,66.8,972613,1650.024,8990.546,-83383.0,0.0,12.669,104.205,666.87,2877.235,6612.888,27142.371,2199000.0
raw_source,GEOSEG,sales,Segment sales,1381895,5.1,10.7,83.6,1311396,1312.602,7762.873,-57121.0,0.0,5.425,63.777,473.799,2208.625,5180.0,21745.0,2199000.0
raw_source,GEOSEG,salexg,salexg,1381895,95.9,0.4,3.8,57086,248.788,1563.492,-1.284,0.0,1.301,8.215,52.581,287.1,817.088,5126.0,69655.106
raw_source,GEOSEG,segment_sales_share,Segment positive sales / firm-year-stype positive sales,1381895,1.6,14.8,83.6,1359433,0.22,0.301,0.0,0.0,0.012,0.078,0.333,0.892,1.0,1.0,1.0
raw_source,GEOSEG,spis,spis,1381895,86.6,6.2,1.9,185064,-19.92,410.849,-48019.0,-493.0,-2.176,0.0,0.0,0.663,5.887,103.127,56975.0
raw_source,GEOSEG,txts,txts,1381895,86.6,2.7,8.7,185425,40.149,355.739,-45415.0,-122.76,0.0,1.011,14.218,77.379,190.447,840.126,15984.0
raw_source,GEOSEG,txws,txws,1381895,44.1,55.7,0.2,771986,8.631,356.63,-62.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50818.0
raw_source,GEOSEG,xidos,xidos,1381895,87.8,10.6,0.8,169114,0.037,252.476,-54122.0,-22.108,0.0,0.0,0.0,0.0,0.521,40.0,13977.0
raw_source,GEOSEG,xints,xints,1381895,87.2,1.1,11.6,176313,128.942,2039.938,-3408.0,0.0,0.505,6.573,42.485,147.0,301.794,1231.489,137861.0
raw_source,GEOSEG,xsgas,xsgas,1381895,90.2,0.1,9.8,135933,260.432,1433.98,-3375.0,0.109,8.275,27.156,102.652,355.636,860.654,4361.981,41079.0
raw_source,OPSEG,atlls,atlls,180091,93.2,0.3,6.3,12189,2415.724,7728.444,-26242.497,-166.021,10.3,142.164,1170.0,6143.784,12833.166,38397.955,146805.0
raw_source,OPSEG,capx_to_assets,Capital expenditures / identifiable assets,180091,45.9,6.2,47.3,97403,0.086,2.424,-12.0,-0.002,0.007,0.031,0.074,0.149,0.232,0.597,487.786
raw_source,OPSEG,capx_to_sales,Capital expenditures / sales,180091,42.9,6.0,50.3,102842,1.036,85.056,-12256.909,-0.048,0.011,0.042,0.148,0.458,1.16,11.425,5669.556
raw_source,OPSEG,capxs,Segment capital expenditures,180091,34.3,9.3,55.8,118255,224.786,1164.945,-7475.0,0.0,1.156,16.3,98.576,422.376,917.204,3609.839,96496.0
raw_source,OPSEG,caxts,caxts,180091,87.5,0.4,11.6,22447,-2093874.599,181412929.418,-15693000001.0,-628.951,37.403,205.892,914.386,3113.475,6517.802,30022.0,4372700.0
raw_source,OPSEG,cogss,cogss,180091,73.4,2.6,22.9,47966,-969118.446,122689851.97,-15514000001.0,-223.896,11.085,121.3,580.258,2046.665,4792.312,19606.572,350360.0
raw_source,OPSEG,dps,dps,180091,28.5,6.7,64.0,128690,172.592,772.34,-6575.0,-0.119,2.0,16.0,82.0,315.505,659.609,3029.0,30500.0
raw_source,OPSEG,emps,Segment employees,180091,83.2,2.1,14.8,30318,8266.261,21213.301,0.0,0.0,202.0,1718.0,6885.0,20860.0,37003.3,101219.0,810000.0
raw_source,OPSEG,esubs,esubs,180091,50.8,38.4,7.8,88604,16.826,237.044,-6183.0,-38.28,0.0,0.0,0.0,6.513,37.065,368.845,11900.0
raw_source,OPSEG,ias,Segment identifiable assets,180091,25.3,2.0,69.9,134444,11005.26,69551.737,-1794519.602,-3257.295,98.35,571.233,2808.183,14261.0,43532.94,225356.68,6630556.091
raw_source,OPSEG,ibs,ibs,180091,86.0,0.5,9.1,25182,323.676,2101.378,-41884.0,-1718.0,-2.927,13.0,212.0,909.745,1820.598,5526.476,124078.0
raw_source,OPSEG,iints,iints,180091,89.9,3.2,6.4,18201,238.61,2565.999,-13233.527,-437.0,0.0,0.183,7.109,100.0,455.0,5390.0,137959.503
raw_source,OPSEG,intseg,intseg,180091,6.8,72.7,19.2,167913,157.447,2038.138,-89696.566,-19.54,0.0,0.0,0.0,48.366,235.943,3507.0,87603.0
raw_source,OPSEG,ivaeqs,ivaeqs,180091,54.4,36.5,8.8,82045,126.028,896.651,-3824.418,0.0,0.0,0.0,0.0,79.635,402.612,3011.0,30432.3
raw_source,OPSEG,log_sales,"Log(1 + sales), for nonnegative sales",180091,5.3,12.0,82.6,170476,5.221,2.87,0.0,0.0,3.555,5.727,7.35,8.549,9.151,10.431,15.311
raw_source,OPSEG,nis,nis,180091,87.8,0.4,7.9,21981,283.228,1385.961,-19385.0,-1905.079,-4.564,20.151,250.584,955.0,1771.157,4510.0,29343.0
raw_source,OPSEG,nopxs,nopxs,180091,97.6,0.6,1.1,4284,0.745,184.91,-7641.047,-279.241,-0.107,0.0,2.226,24.507,68.392,259.1,1213.2
raw_source,OPSEG,nxints,nxints,180091,85.1,2.6,6.4,26861,310.864,1708.933,-26467.055,-1369.064,-4.4,0.0,18.297,954.041,2264.107,6483.574,130171.962
raw_source,OPSEG,obs,obs,180091,87.9,9.7,2.4,21766,237.181,1793.453,-1401.18,0.0,0.0,0.0,0.0,286.456,815.9,3820.714,108000.0
raw_source,OPSEG,ocaxs,ocaxs,180091,99.9,0.0,0.0,153,133.25,684.359,-985.669,-293.116,0.0,0.576,9.923,95.072,302.725,3419.687,5685.51
raw_source,OPSEG,oelim,oelim,180091,12.6,87.2,0.2,157449,-1.379,114.925,-12738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.8
raw_source,OPSEG,oiadps,oiadps,180091,55.2,1.2,31.8,80730,348.095,1989.221,-66359.0,-1691.84,-0.733,40.868,281.026,973.0,1917.822,5226.752,87744.0
raw_source,OPSEG,oibdps,oibdps,180091,54.9,1.3,34.1,81174,489.572,2503.986,-66359.0,-1124.089,0.209,63.2,373.0,1251.971,2335.089,6697.24,115693.0
raw_source,OPSEG,op_margin,Operating profit / sales,180091,41.9,0.7,46.9,104686,-2.781,216.226,-26126.0,-26.081,0.026,0.118,0.252,0.487,0.698,6.814,23940.885
raw_source,OPSEG,ops,Segment operating profit,180091,33.5,2.4,46.7,119678,297.165,1708.756,-65400.0,-1237.825,-0.394,28.631,207.0,780.0,1598.862,4856.336,127667.0
raw_source,OPSEG,ppents,Segment PP&E,180091,91.9,0.7,7.3,14552,2528.898,9227.847,-5617.375,-5.0,10.105,155.849,1286.176,5502.037,11735.132,43385.07,190055.0
raw_source,OPSEG,ptis,ptis,180091,75.1,0.6,16.8,44921,263.254,1592.409,-49615.424,-2307.533,-4.03,25.887,276.581,1039.0,1995.106,4175.416,121888.0
raw_source,OPSEG,rd_to_sales,R&D / sales,180091,91.4,8.0,0.6,15526,0.015,0.331,-17.328,0.0,0.0,0.0,0.0,0.0,0.012,0.296,14.61
raw_source,OPSEG,rds,Segment R&D,180091,90.1,9.2,0.8,17894,13.389,155.442,-24.368,0.0,0.0,0.0,0.0,0.0,5.3,254.21,5297.926
raw_source,OPSEG,revts,revts,180091,1.5,12.8,83.0,177334,2782.695,30622.007,-89695.461,-192.0,23.024,285.312,1542.9,5215.134,9729.214,36591.7,4460500.0
raw_source,OPSEG,sales,Segment sales,180091,1.5,12.0,82.6,177343,2619.157,30393.253,-41574.0,-262.479,19.998,267.648,1463.044,4920.0,9146.0,32419.0,4460500.0
raw_source,OPSEG,salexg,salexg,180091,100.0,0.0,0.0,87,161.271,305.962,0.0,0.0,0.0,3.409,152.462,544.8,889.158,1300.016,1324.684
raw_source,OPSEG,segment_sales_share,Segment positive sales / firm-year-stype positive sales,180091,0.3,17.0,82.6,179478,0.076,0.107,0.0,0.0,0.006,0.04,0.101,0.197,0.27,0.5,1.0
raw_source,OPSEG,spis,spis,180091,85.9,2.6,1.6,25322,-81.221,605.621,-29283.0,-1674.37,-34.0,-4.264,0.0,0.897,16.469,255.337,10873.8
