result_id,design,shock,mechanism_group,sample,opportunity,post_lag,control,status,coef,se,t,p,nobs,firms_in_estimation,treated_firms_in_stack,control_firms_in_stack
modern_electricity,modern_regional,stacked,input_manufacturing_very_high,all_multiseg,sgrow,1,notyet_or_never_within_mechanism,ok,-0.0568084779651425,0.0357731124995249,-1.5880216731461938,0.1124430592865917,2602.0,55.0,13.0,49.0
modern_electricity,modern_regional,stacked,input_manufacturing_very_high,pre_multiseg,l_margin,1,notyet_or_never_within_mechanism,ok,-0.1482920961478133,0.1451882380933623,-1.0213781646172684,0.3072060226041515,2497.0,55.0,13.0,49.0
modern_electricity,modern_regional,stacked,input_manufacturing_very_high,pre_multiseg,sgrow,1,notyet_or_never_within_mechanism,ok,-0.0860410191421496,0.0366302407006846,-2.348906736518971,0.0189311065808315,2497.0,55.0,13.0,49.0
modern_electricity,modern_regional,stacked,output_producer,all_multiseg,l_margin,1,notyet_or_never_within_mechanism,ok,-0.0027464417634253,0.014848769464568,-0.1849608999573286,0.8532626377431989,16947.0,308.0,83.0,277.0
modern_electricity,modern_regional,stacked,output_producer,all_multiseg,sgrow,1,notyet_or_never_within_mechanism,ok,-0.0033288699798546,0.0182925155223057,-0.1819798909447675,0.8556013923876473,16947.0,308.0,83.0,277.0
modern_electricity,modern_regional,stacked,output_producer,pre_multiseg,l_margin,1,notyet_or_never_within_mechanism,ok,-0.0027238306772814,0.0151118254024169,-0.1802449806524237,0.8569631539463991,16452.0,292.0,75.0,263.0
modern_electricity,modern_regional,stacked,output_producer,pre_multiseg,sgrow,1,notyet_or_never_within_mechanism,ok,-0.0001220166301078,0.0199649861128188,-0.0061115309281149,0.9951238312072784,16452.0,292.0,75.0,263.0
output_input_electricity,strict_early,stacked_1996_1998_1999,input_industrial_high,all_multiseg,l_margin,0,,ok,0.014396696562427,0.0227244147458035,0.6335343164375968,0.5263995467280818,14449.0,382.0,95.0,350.0
output_input_electricity,strict_early,stacked_1996_1998_1999,input_industrial_high,all_multiseg,sgrow,0,,ok,0.0077837151548315,0.012649430581557,0.6153411495202266,0.5383437203207524,14449.0,382.0,95.0,350.0
output_input_electricity,strict_early,stacked_1996_1998_1999,input_industrial_high,pre_multiseg,l_margin,0,,ok,0.011100416117811,0.0268559206773882,0.4133321754691217,0.6793732265272168,12652.0,300.0,72.0,271.0
output_input_electricity,strict_early,stacked_1996_1998_1999,input_industrial_high,pre_multiseg,sgrow,0,,ok,0.0071113941586127,0.0137143626630258,0.5185362479719992,0.6040970792021332,12652.0,300.0,72.0,271.0
output_input_electricity,strict_early,stacked_1996_1998_1999,input_manufacturing_high,all_multiseg,l_margin,0,,ok,-0.0117654314960174,0.0349888875158739,-0.3362619486166761,0.736681017087409,13440.0,335.0,86.0,309.0
output_input_electricity,strict_early,stacked_1996_1998_1999,input_manufacturing_high,all_multiseg,sgrow,0,,ok,0.0176128083402745,0.0132570943427025,1.328557215101185,0.1840270765195273,13440.0,335.0,86.0,309.0
output_input_electricity,strict_early,stacked_1996_1998_1999,input_manufacturing_high,pre_multiseg,l_margin,0,,ok,-0.0090373553916406,0.0369832312605845,-0.2443635962461825,0.80695519588838,11954.0,273.0,65.0,248.0
output_input_electricity,strict_early,stacked_1996_1998_1999,input_manufacturing_high,pre_multiseg,sgrow,0,,ok,0.0198821684785094,0.014463838498053,1.374612173745288,0.1692883455280944,11954.0,273.0,65.0,248.0
output_input_electricity,strict_early,stacked_1996_1998_1999,input_manufacturing_very_high,all_multiseg,l_margin,0,,ok,-0.0378473023104018,0.0918004160667909,-0.4122781130192851,0.680185123461613,2642.0,74.0,17.0,71.0
output_input_electricity,strict_early,stacked_1996_1998_1999,input_manufacturing_very_high,all_multiseg,sgrow,0,,ok,0.0251093743147632,0.0227433923251062,1.1040294233963144,0.2697292621234224,2642.0,74.0,17.0,71.0
output_input_electricity,strict_early,stacked_1996_1998_1999,input_manufacturing_very_high,pre_multiseg,l_margin,0,,ok,-0.0540062504642097,0.1004654455726469,-0.5375604533118562,0.590955621668015,2285.0,60.0,14.0,55.0
output_input_electricity,strict_early,stacked_1996_1998_1999,input_manufacturing_very_high,pre_multiseg,sgrow,0,,ok,0.0236793213058816,0.0216993938658911,1.0912434445048134,0.2753307965053984,2285.0,60.0,14.0,55.0
output_input_electricity,strict_early,stacked_1996_1998_1999,output_producer,all_multiseg,l_margin,0,,ok,0.1808734189434647,0.0627678953074267,2.8816231300663637,0.0039653406777542,13881.0,336.0,82.0,308.0
output_input_electricity,strict_early,stacked_1996_1998_1999,output_producer,all_multiseg,sgrow,0,,ok,-0.0391353153785228,0.0178132250712162,-2.196980907278833,0.0280462848231428,13881.0,336.0,82.0,308.0
output_input_electricity,strict_early,stacked_1996_1998_1999,output_producer,pre_multiseg,l_margin,0,,ok,0.1355885120848272,0.057766125825269,2.347197603227805,0.0189383964021183,11977.0,252.0,53.0,232.0
output_input_electricity,strict_early,stacked_1996_1998_1999,output_producer,pre_multiseg,sgrow,0,,ok,-0.0424518681758128,0.0253725497192104,-1.6731415898525548,0.0943367996841313,11977.0,252.0,53.0,232.0
strict_early_electricity,strict_early,stacked_1996_1998_1999,output_producer,all_multiseg,l_margin,0,notyet,ok,0.1808734189434647,0.0627678953074267,2.8816231300663637,0.0039653406777542,13881.0,336.0,,
strict_early_electricity,strict_early,stacked_1996_1998_1999,output_producer,all_multiseg,sgrow,0,notyet,ok,-0.0391353153785228,0.0178132250712162,-2.196980907278833,0.0280462848231428,13881.0,336.0,,
strict_early_electricity,strict_early,stacked_1996_1998_1999,output_producer,pre_multiseg,l_margin,0,notyet,ok,0.1355885120848272,0.057766125825269,2.347197603227805,0.0189383964021183,11977.0,252.0,,
strict_early_electricity,strict_early,stacked_1996_1998_1999,output_producer,pre_multiseg,sgrow,0,notyet,ok,-0.0424518681758128,0.0253725497192104,-1.6731415898525548,0.0943367996841313,11977.0,252.0,,
