model,shock,family,design,treatment,outcome,opp,n_specs,n_p05,n_p10,share_p05,share_p10,median_beta,median_t,median_abs_t,min_p,max_p,modal_sign,sign_consistency,min_treated_firms,min_control_firms,median_nobs,robust_score,robust_candidate
rsz,WTI_1983,oil,national,pre_energy_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.016485031259838204,-1.309118893479985,1.309118893479985,0.14299035932249748,0.23601182739004356,-1.0,1.0,461,2180,54023,1.6545594467399924,False
rsz,FERC636_1992,gas,national,pre_energy_any,rel_inv,sgrow,6,0,0,0.0,0.0,0.013311295863387277,1.247586994198865,1.247586994198865,0.1330014141650624,0.3587243576481116,1.0,1.0,341,1651,41970,1.6237934970994325,False
firm_did,FERC636_1992,gas,national,pre_gas_any,hhi,,3,0,0,0.0,0.0,-0.01489549999290115,-1.2012152526239328,1.2012152526239328,0.17621981339225834,0.27225414697596895,-1.0,1.0,150,6668,64771,1.6006076263119664,False
rsz,SO2_ALLOWANCE_1995,carbon,national,pre_carbon_share_z,rel_inv,sgrow,6,0,0,0.0,0.0,-0.00435799918024437,-1.2011875852309961,1.2011875852309961,0.12003199419468324,0.6080581042506314,-1.0,1.0,2067,0,41226,1.600593792615498,False
rsz,SO2_ALLOWANCE_1995,carbon,national,pre_energy_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.011884962997955922,-1.1824460956004108,1.1824460956004108,0.19190499530578387,0.38900371128450173,-1.0,1.0,336,1731,41226,1.5912230478002054,False
firm_did,NATGAS_1990,gas,national,pre_gas_any,hhi,,3,0,0,0.0,0.0,-0.014145545805696488,-1.1813845559495941,1.1813845559495941,0.1788836847607802,0.49139878429206885,-1.0,1.0,162,6365,62041,1.5906922779747972,False
rsz,FERC636_1992,gas,national,pre_oilgas_any,rel_inv,sgrow,6,0,0,0.0,0.0,0.012998166820669066,1.175389529017096,1.175389529017096,0.18895661124164675,0.4460523435082957,1.0,1.0,245,1747,41970,1.587694764508548,False
rsz,GAS_SPIKE_2001,gas,national,pre_gas_any,rel_inv,l_margin,6,0,0,0.0,0.0,-0.013550460619939546,-1.1612211869456543,1.1612211869456543,0.15410418407510162,0.5460026675736984,-1.0,1.0,116,3247,54099,1.5806105934728272,False
rsz,FERC636_1992,gas,national,pre_energy_share_z,rel_inv,sgrow,6,0,0,0.0,0.0,0.005068942658009231,1.1354875506776068,1.1354875506776068,0.16673611035349278,0.6126029616986202,1.0,1.0,1992,0,41970,1.5677437753388035,False
firm_did,WTI_1983,oil,national,pre_oilgas_share_z,nonop_sales_share,,3,0,0,0.0,0.0,-0.0008716993591729357,-1.128486231654669,1.128486231654669,0.2579720643501122,0.3594737581898042,-1.0,1.0,5685,0,52538,1.5642431158273347,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_electric_any,nonop_sales_share,,3,0,0,0.0,0.0,0.0019696568472722152,1.1185083627579337,1.1185083627579337,0.14613526907992913,0.4727664134955649,1.0,1.0,252,7724,71652,1.5592541813789669,False
firm_did,NATGAS_1990,gas,national,pre_oilgas_any,hhi,,3,0,0,0.0,0.0,-0.009271466843530104,-1.1022345230427173,1.1022345230427173,0.17269623332171502,0.607909253803685,-1.0,1.0,526,5956,62041,1.5511172615213586,False
rsz,EU_ETS_2005,carbon,national,pre_energy_any,rel_inv,sgrow,6,0,0,0.0,0.0,0.00828511476639766,1.0932360180353704,1.0932360180353704,0.11060594376998134,0.35663729620637774,1.0,1.0,319,2789,59404,1.5466180090176853,False
rsz,WTI_1983,oil,national,pre_oilgas_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.013570890007846156,-1.0776519142093748,1.0776519142093748,0.21732885492676712,0.324367226207654,-1.0,1.0,392,2249,54023,1.5388259571046874,False
firm_did,WTI_1983,oil,national,pre_energy_any,nonop_sales_share,,3,0,0,0.0,0.0,-0.0036344207377380423,-1.052210812521446,1.052210812521446,0.241303057566862,0.32891220493354023,-1.0,1.0,854,4816,52538,1.526105406260723,False
firm_did,FERC636_1992,gas,national,pre_gas_any,multi_seg,,3,0,0,0.0,0.0,-0.02028987398579601,-1.0483641092565725,1.0483641092565725,0.26363100509553505,0.32676940287885925,-1.0,1.0,150,6716,65368,1.5241820546282863,False
firm_did,OIL_COLLAPSE_1986,oil,national,pre_energy_any,nonop_sales_share,,3,0,0,0.0,0.0,-0.0013409571358214759,-0.9755395188915488,0.9755395188915488,0.24941232028999116,0.6236273913738346,-1.0,1.0,798,5454,56539,1.4877697594457744,False
rsz,NATGAS_1990,gas,national,oilgas_segment,rel_inv,sgrow,6,0,0,0.0,0.0,0.014654978138660364,0.9732546598172009,0.9732546598172009,0.10926583729619876,0.8058459814115249,1.0,1.0,280,2142,43755,1.4866273299086004,False
firm_did,EU_ETS_2005,carbon,national,pre_electric_any,nonop_sales_share,,3,0,0,0.0,0.0,-1.5155452090952624,-0.9507912616268368,0.9507912616268368,0.33586528743812405,0.35553912614390626,-1.0,1.0,302,7234,68057,1.4753956308134184,False
firm_did,EU_ETS_2005,carbon,national,pre_carbon_any,nonop_sales_share,,3,0,0,0.0,0.0,-1.809249986485357,-0.9464934810756118,0.9464934810756118,0.33760328078042834,0.35807255803496374,-1.0,1.0,1554,5974,68057,1.4732467405378058,False
firm_did,EU_ETS_2005,carbon,national,pre_carbon_high25,nonop_sales_share,,3,0,0,0.0,0.0,-1.7526098151445015,-0.9462821260984914,0.9462821260984914,0.33775606277452663,0.35831522095774426,-1.0,1.0,1445,6091,68057,1.4731410630492456,False
firm_did,EU_ETS_2005,carbon,national,pre_carbon_share_z,nonop_sales_share,,3,0,0,0.0,0.0,-0.6572068133441061,-0.9460909875172522,0.9460909875172522,0.3379210927897627,0.3582830063595561,-1.0,1.0,7536,0,68057,1.4730454937586261,False
firm_did,EU_ETS_2005,carbon,national,pre_energy_any,nonop_sales_share,,3,0,0,0.0,0.0,-1.4255374921983055,-0.9450916940482276,0.9450916940482276,0.3380199753842166,0.3590722753303681,-1.0,1.0,587,6949,68057,1.4725458470241137,False
firm_did,NATGAS_1990,gas,national,pre_energy_any,multi_seg,,3,0,0,0.0,0.0,0.010682940020289909,0.9347638872372301,0.9347638872372301,0.21691406685593417,0.957274693639492,1.0,1.0,730,5792,62601,1.467381943618615,False
firm_did,NATGAS_1990,gas,national,pre_oilgas_any,multi_seg,,3,0,0,0.0,0.0,-0.01213705488625362,-0.9255922026275436,0.9255922026275436,0.3250168566640914,0.5222725200009484,-1.0,1.0,526,5988,62601,1.4627961013137718,False
rsz,EU_ETS_2005,carbon,national,pre_carbon_share_z,rel_inv,sgrow,6,0,0,0.0,0.0,0.0019619674800963327,0.918742538607503,0.918742538607503,0.10844654318435065,0.5125346800885429,1.0,1.0,3108,0,59404,1.4593712693037515,False
rsz,FERC636_1992,gas,national,gas_segment,rel_inv,sgrow,6,0,0,0.0,0.0,0.018059961247852765,0.9084340611805117,0.9084340611805117,0.19029699017071366,0.5687477546430522,1.0,1.0,116,1990,41970,1.454217030590256,False
firm_did,WTI_1983,oil,national,pre_oilgas_any,multi_seg,,3,0,0,0.0,0.0,-0.012319196494859653,-0.9057589531801747,0.9057589531801747,0.3239092092936493,0.6666733271084935,-1.0,1.0,668,5005,52538,1.4528794765900874,False
firm_did,OIL_COLLAPSE_1986,oil,national,pre_oilgas_any,log_nseg,,3,0,0,0.0,0.0,-0.010271041397155626,-0.8925892356754532,0.8925892356754532,0.2463575308190542,0.4458381128980362,-1.0,1.0,611,5637,56539,1.4462946178377267,False
rsz,NATGAS_1990,gas,national,pre_energy_share_z,rel_inv,sgrow,6,0,0,0.0,0.0,0.003767054346519025,0.8773307394679648,0.8773307394679648,0.1983850934443585,0.46465093925882694,1.0,1.0,2174,0,43755,1.4386653697339824,False
rsz,GAS_SPIKE_2001,gas,national,pre_energy_share_z,rel_inv,l_margin,6,0,0,0.0,0.0,-0.002723745199271488,-0.87503590694754,0.87503590694754,0.3324308150430142,0.8987444622060892,-1.0,1.0,3363,0,54099,1.4375179534737699,False
firm_did,FERC636_1992,gas,national,pre_gas_any,nonop_sales_share,,3,0,0,0.0,0.0,0.0028932284300164307,0.8456049006861879,0.8456049006861879,0.3338833290647436,0.5135966753070973,1.0,1.0,150,6716,65366,1.4228024503430938,False
rsz,CA_CARBON_2013,carbon,regional,pre_energy_any,rel_inv,sgrow,6,0,0,0.0,0.0,0.2906623163204173,0.8398170408193308,0.8398170408193308,0.36895245654112063,0.4069604086828411,1.0,1.0,7,2213,45314,1.4199085204096655,False
rsz,CARBON_STACK_2009_2013,carbon,stacked_regional,pre_energy_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.005424687069078792,-0.8277624122499516,0.8277624122499516,0.119949172994253,0.9986973643753743,-1.0,1.0,41,2989,89941,1.4138812061249757,False
firm_did,WTI_1983,oil,national,pre_oilgas_any,log_nseg,,3,0,0,0.0,0.0,-0.009362847993079385,-0.8237594648270815,0.8237594648270815,0.2670288630647033,0.5480593133899978,-1.0,1.0,668,5005,52538,1.4118797324135408,False
rsz,NATGAS_1990,gas,national,pre_gas_any,rel_inv,l_margin,6,0,0,0.0,0.0,-0.008709594396363159,-0.7993130360859384,0.7993130360859384,0.2706670856555329,0.7225994786330525,-1.0,1.0,124,2050,43755,1.3996565180429692,False
rsz,GAS_SPIKE_2001,gas,national,pre_energy_any,rel_inv,l_margin,6,0,0,0.0,0.0,-0.010475323928904236,-0.7947857686719231,0.7947857686719231,0.3463750235510419,0.980752168892606,-1.0,1.0,335,3028,54099,1.3973928843359615,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_high25,hhi,,3,0,0,0.0,0.0,0.0348725881792468,0.7794051990113622,0.7794051990113622,0.4208293643394816,0.47973939995244796,1.0,1.0,15,329,3738,1.389702599505681,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_electric_any,multi_seg,,3,0,0,0.0,0.0,0.015483079754922167,0.7770422790721304,0.7770422790721304,0.19009825848742956,0.7943757368009945,1.0,1.0,252,7724,71654,1.3885211395360653,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_energy_any,log_nseg,,3,0,0,0.0,0.0,-0.008067775145189216,-0.7669654436288966,0.7669654436288966,0.11492974688831814,0.9656509362188141,-1.0,1.0,665,7296,71654,1.3834827218144483,False
rsz,GAS_SPIKE_2001,gas,national,oilgas_segment,rel_inv,l_margin,6,0,0,0.0,0.0,-0.014494831339304477,-0.7649647047270387,0.7649647047270387,0.3508935390637937,0.6213643647733829,-1.0,1.0,202,3321,54099,1.3824823523635192,False
rsz,CARBON_STACK_2009_2013,carbon,stacked_regional,carbon_segment,rel_inv,l_margin,6,0,0,0.0,0.0,0.01352652287630567,0.7445350198181976,0.7445350198181976,0.3757655822133985,0.6583918407124809,1.0,1.0,134,2969,89941,1.3722675099090988,False
rsz,WTI_1983,oil,national,pre_oilgas_share_z,rel_inv,l_margin,6,0,0,0.0,0.0,-0.0066755426686634185,-0.7373410937266452,0.7373410937266452,0.2700552721667795,0.5726806453579609,-1.0,1.0,2641,0,54023,1.3686705468633227,False
rsz,GAS_SPIKE_2001,gas,national,pre_gas_any,rel_inv,sgrow,6,0,0,0.0,0.0,0.006286175986494229,0.7343080495094187,0.7343080495094187,0.1358915657538875,0.7825347138178449,1.0,1.0,116,3247,54099,1.3671540247547094,False
rsz,EU_ETS_2005,carbon,national,pre_energy_any,rel_inv,l_margin,6,0,0,0.0,0.0,-0.009544949782241765,-0.7117306508273575,0.7117306508273575,0.44870891920529665,0.5751121926406886,-1.0,1.0,319,2789,59404,1.3558653254136788,False
rsz,NATGAS_1990,gas,national,pre_oilgas_any,rel_inv,l_margin,6,0,0,0.0,0.0,-0.010945998503272167,-0.6959078285395988,0.6959078285395988,0.1646836342581781,0.9446869778807063,-1.0,1.0,276,1898,43755,1.3479539142697994,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_any,hhi,,3,0,0,0.0,0.0,0.030842792368583977,0.6953671388835888,0.6953671388835888,0.4862567176648116,0.7615821395400897,1.0,1.0,17,327,3738,1.3476835694417943,False
firm_did,NATGAS_1990,gas,national,pre_energy_any,log_nseg,,3,0,0,0.0,0.0,0.006202192766185492,0.6896578440128193,0.6896578440128193,0.4267873939932205,0.9985915569970314,1.0,1.0,730,5792,62601,1.3448289220064096,False
rsz,EU_ETS_2005,carbon,national,pre_carbon_any,rel_inv,l_margin,6,0,0,0.0,0.0,-0.005883160532773505,-0.6793905464461523,0.6793905464461523,0.2241812650369146,0.6406396536521382,-1.0,1.0,780,2328,59404,1.339695273223076,False
rsz,CARBON_STACK_2009_2013,carbon,stacked_regional,pre_carbon_any,rel_inv,l_margin,6,0,0,0.0,0.0,0.011284576008320552,0.672867244871268,0.672867244871268,0.16223649440350552,0.559677599386172,1.0,1.0,130,2909,89941,1.3364336224356341,False
firm_did,EU_ETS_2005,carbon,national,pre_energy_any,hhi,,3,0,0,0.0,0.0,0.005089561668353347,0.658712496689639,0.658712496689639,0.15229030394018173,0.7155385026173926,1.0,1.0,587,6863,67070,1.3293562483448196,False
rsz,SO2_ALLOWANCE_1995,carbon,national,pre_energy_any,rel_inv,l_margin,6,0,0,0.0,0.0,0.010515973114209667,0.6578872158521276,0.6578872158521276,0.3237996509634984,0.7655730738428301,1.0,1.0,336,1731,41226,1.328943607926064,False
firm_did,GAS_SPIKE_2001,gas,national,pre_gas_any,hhi,,3,0,0,0.0,0.0,0.011307080010785467,0.6454487335830563,0.6454487335830563,0.45826695264716166,0.6872271745841316,1.0,1.0,111,7792,71277,1.3227243667915283,False
rsz,EU_ETS_2005,carbon,national,pre_carbon_high25,rel_inv,l_margin,6,0,0,0.0,0.0,-0.006191796665237361,-0.6412745270183842,0.6412745270183842,0.3010331672027746,0.7792968499240516,-1.0,1.0,664,2444,59404,1.320637263509192,False
rsz,OIL_COLLAPSE_1986,oil,national,oilgas_segment,rel_inv,l_margin,6,0,0,0.0,0.0,-0.010139061735958434,-0.6221691161354191,0.6221691161354191,0.4200055616747156,0.7484490459363482,-1.0,1.0,397,2423,49444,1.3110845580677095,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_carbon_share_z,n_op_seg,,3,0,0,0.0,0.0,0.0051359089845160145,0.5773327870581318,0.5773327870581318,0.10084562868353641,0.829896851881478,1.0,1.0,7976,0,71654,1.2886663935290659,False
rsz,CARBON_STACK_2009_2013,carbon,stacked_regional,pre_carbon_high25,rel_inv,l_margin,6,0,0,0.0,0.0,0.00941835358090607,0.5760229807642907,0.5760229807642907,0.45283420603206626,0.6402062656617913,1.0,1.0,111,2923,89941,1.2880114903821454,False
firm_did,EU_ETS_2005,carbon,national,pre_carbon_high25,hhi,,3,0,0,0.0,0.0,0.0035190326868911386,0.5717926357920843,0.5717926357920843,0.24010695603065524,0.6001340719898676,1.0,1.0,1445,6005,67070,1.285896317896042,False
rsz,GAS_SPIKE_2001,gas,national,oilgas_segment,rel_inv,sgrow,6,0,0,0.0,0.0,-0.008143269835211367,-0.570191509902171,0.570191509902171,0.37700709506643526,0.6152146529987874,-1.0,1.0,202,3321,54099,1.2850957549510855,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_any,multi_seg,,3,0,0,0.0,0.0,0.03336102241607813,0.5664120631826273,0.5664120631826273,0.528018119043038,0.681797947147702,1.0,1.0,17,331,3790,1.2832060315913136,False
firm_did,FERC636_1992,gas,national,pre_energy_share_z,nonop_sales_share,,3,0,0,0.0,0.0,0.0007065078505197003,0.5600060756594286,0.5600060756594286,0.4440741005795148,0.6185764136864957,1.0,1.0,6866,0,65366,1.2800030378297143,False
rsz,NATGAS_1990,gas,national,oilgas_segment,rel_inv,l_margin,6,0,0,0.0,0.0,0.008965343289527177,0.5553267972528676,0.5553267972528676,0.21040609932374799,0.8657036004359235,1.0,1.0,280,2142,43755,1.2776633986264339,False
firm_did,RGGI_2009,carbon,regional,pre_energy_any,hhi,,3,0,0,0.0,0.0,0.0442792179859239,0.4100013832828746,1.2186238525489403,0.16558600838582693,0.6818710129992831,1.0,0.6666666666666666,5,339,3738,1.275978592941137,False
rsz,WTI_1983,oil,national,pre_oilgas_share_z,rel_inv,sgrow,6,0,0,0.0,0.0,-0.0031148888007248698,-0.5379694989963536,0.5379694989963536,0.5186292218762123,0.7129438004887527,-1.0,1.0,2641,0,54023,1.2689847494981767,False
firm_did,GAS_SPIKE_2001,gas,national,pre_gas_any,log_nseg,,3,0,0,0.0,0.0,-0.01511678939171752,-0.5334090272655906,0.5334090272655906,0.34089769697479655,0.7383481613143417,-1.0,1.0,111,7885,72297,1.2667045136327952,False
rsz,EU_ETS_2005,carbon,national,pre_carbon_share_z,rel_inv,l_margin,6,0,0,0.0,0.0,-0.002056261020146647,-0.5117539929247663,0.5117539929247663,0.2509355903859274,0.7525522350389866,-1.0,1.0,3108,0,59404,1.255876996462383,False
firm_did,WTI_1983,oil,national,pre_oilgas_share_z,hhi,,3,0,0,0.0,0.0,-0.0011086474082618964,-0.5021771758921056,0.5021771758921056,0.2089570148917037,0.9409970773036869,-1.0,1.0,5677,0,52394,1.251088587946053,False
firm_did,FERC636_1992,gas,national,pre_energy_any,nonop_sales_share,,3,0,0,0.0,0.0,0.0019220870331232674,0.501267636987491,0.501267636987491,0.529457457653234,0.6751120099152583,1.0,1.0,675,6164,65366,1.2506338184937456,False
firm_did,FERC636_1992,gas,national,pre_energy_any,n_op_seg,,3,0,0,0.0,0.0,-0.014972005060150817,-0.5009378848764734,0.5009378848764734,0.42189083603851585,0.977932552105407,-1.0,1.0,675,6164,65368,1.2504689424382367,False
rsz,GAS_SPIKE_2001,gas,national,pre_energy_share_z,rel_inv,sgrow,6,0,0,0.0,0.0,0.0017728163592491642,0.8311580257306894,0.8311580257306894,0.23542202488260822,0.9761960599905877,1.0,0.8333333333333334,3363,0,54099,1.248912346198678,False
rsz,NATGAS_1990,gas,national,energy_segment,rel_inv,l_margin,6,0,0,0.0,0.0,0.006184918566001462,0.49346136460428214,0.49346136460428214,0.48083991391391634,0.9675565846083463,1.0,1.0,412,2074,43755,1.2467306823021411,False
firm_did,WTI_1983,oil,national,pre_oilgas_share_z,multi_seg,,3,0,0,0.0,0.0,0.0020982547088162634,0.49257025954065564,0.49257025954065564,0.20423774536879535,0.6327635931281572,1.0,1.0,5685,0,52538,1.246285129770328,False
rsz,CA_CARBON_2013,carbon,regional,pre_carbon_any,rel_inv,sgrow,6,0,0,0.0,0.0,0.008291264920634492,0.811758759469245,0.811758759469245,0.3626103248771433,0.9928814988086327,1.0,0.8333333333333334,23,2197,45314,1.239212713067956,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_share_z,nonop_sales_share,,3,0,0,0.0,0.0,-0.0016654032359179778,-1.1416907558167628,1.1416907558167628,0.2282957768416103,0.346731527959776,-1.0,0.6666666666666666,88,260,3789,1.237512044575048,False
rsz,EU_ETS_2005,carbon,national,pre_electric_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.0033492696315660497,-0.45783318357959324,0.45783318357959324,0.400327032311552,0.8673394416106892,-1.0,1.0,193,2915,59404,1.2289165917897966,False
rsz,WTI_1983,oil,national,pre_energy_any,rel_inv,l_margin,6,0,0,0.0,0.0,-0.00970171073678302,-0.45155926406274705,0.45155926406274705,0.346221147255211,0.8877228969712343,-1.0,1.0,461,2180,54023,1.2257796320313736,False
rsz,OIL_COLLAPSE_1986,oil,national,pre_oilgas_share_z,rel_inv,sgrow,6,0,0,0.0,0.0,-0.0020103152124533626,-0.41957473278076646,0.41957473278076646,0.5287046214453399,0.9072903861762696,-1.0,1.0,2475,0,49444,1.2097873663903833,False
firm_did,OIL_COLLAPSE_1986,oil,national,pre_oilgas_share_z,nonop_sales_share,,3,0,0,0.0,0.0,-0.00015471331743588092,-0.4190208581418986,0.4190208581418986,0.31295994194474575,0.6999821851006787,-1.0,1.0,6270,0,56539,1.2095104290709493,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_high25,multi_seg,,3,0,0,0.0,0.0,0.03206726283935279,0.39630084909854685,0.39630084909854685,0.4285571795627594,0.9294302952029319,1.0,1.0,15,333,3790,1.1981504245492733,False
rsz,RGGI_2009,carbon,regional,pre_electric_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.009476471795427578,-1.0454648300857838,1.0454648300857838,0.13891033151558374,0.9281463127641734,-1.0,0.6666666666666666,31,2617,52626,1.1893990817095585,False
rsz,EU_ETS_2005,carbon,national,pre_electric_any,rel_inv,l_margin,6,0,0,0.0,0.0,0.004534185492239253,0.37385676798599954,0.37385676798599954,0.6846469274579112,0.8096953231412582,1.0,1.0,193,2915,59404,1.1869283839929998,False
rsz,RGGI_2009,carbon,regional,carbon_segment,rel_inv,l_margin,6,0,0,0.0,0.0,0.0076183482709288,0.35493188742145865,0.35493188742145865,0.5527071068709501,0.8826048175120222,1.0,1.0,110,2597,52626,1.1774659437107293,False
rsz,RGGI_2009,carbon,regional,pre_energy_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.008664700222176592,-1.0035378172163312,1.0035378172163312,0.15271856239932946,0.9408579900807965,-1.0,0.6666666666666666,34,2614,52626,1.1684355752748323,False
firm_did,FERC636_1992,gas,national,pre_oilgas_any,nonop_sales_share,,3,0,0,0.0,0.0,0.001061564323603615,0.31053381426836074,0.31053381426836074,0.6374033709010449,0.8976953590559607,1.0,1.0,471,6359,65366,1.1552669071341803,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_carbon_high25,hhi,,3,0,0,0.0,0.0,0.0025151464839030485,0.44935678907336535,0.9519509893717394,0.1399587429144309,0.6531758426912435,1.0,0.6666666666666666,1548,6381,70989,1.1426421613525364,False
firm_did,RGGI_2009,carbon,regional,pre_energy_any,nonop_sales_share,,3,0,0,0.0,0.0,-0.00037113321082699995,-0.2767347215595529,0.2767347215595529,0.21043817246766716,0.9842132056478703,-1.0,1.0,5,343,3789,1.1383673607797764,False
firm_did,GAS_SPIKE_2001,gas,national,pre_energy_any,nonop_sales_share,,3,0,0,0.0,0.0,-0.9312676217664186,-0.943246344800687,0.943246344800687,0.3374066252490695,0.9577010988369141,-1.0,0.6666666666666666,514,7482,72295,1.1382898390670102,False
firm_did,GAS_SPIKE_2001,gas,national,pre_energy_share_z,nonop_sales_share,,3,0,0,0.0,0.0,-0.21552128133737647,-0.942972469811583,0.942972469811583,0.33772481046363234,0.8143785182287901,-1.0,0.6666666666666666,7996,0,72295,1.138152901572458,False
firm_did,GAS_SPIKE_2001,gas,national,pre_gas_any,nonop_sales_share,,3,0,0,0.0,0.0,-1.0180549278752395,-0.941491597133887,0.941491597133887,0.3367019800293938,0.4937271336470479,-1.0,0.6666666666666666,111,7885,72295,1.1374124652336102,False
firm_did,GAS_SPIKE_2001,gas,national,pre_oilgas_any,nonop_sales_share,,3,0,0,0.0,0.0,-0.8011379046157098,-0.9412182237448545,0.9412182237448545,0.33970247323459013,0.42232467704568055,-1.0,0.6666666666666666,340,7656,72295,1.137275778539094,False
firm_did,OIL_COLLAPSE_1986,oil,national,pre_energy_any,n_op_seg,,3,0,0,0.0,0.0,0.008051601261951962,0.27446953564958065,0.27446953564958065,0.7814433367121616,0.8344657090520704,1.0,1.0,798,5454,56539,1.1372347678247903,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_energy_any,nonop_sales_share,,3,0,0,0.0,0.0,-0.0013513147538375505,-0.9353659651195538,0.9353659651195538,0.33107133179923376,0.941122023781122,-1.0,0.6666666666666666,665,7296,71652,1.1343496492264435,False
rsz,SO2_ALLOWANCE_1995,carbon,national,pre_carbon_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.004258671728395837,-0.5815442904807131,0.5815442904807131,0.20300989759488242,0.9964321039096324,-1.0,0.8333333333333334,724,1343,41226,1.12410547857369,False
firm_did,FERC636_1992,gas,national,pre_oilgas_any,hhi,,3,0,0,0.0,0.0,-0.004853345199108796,-0.5631924522692494,0.898348243767447,0.27113270484633745,0.5733060225426838,-1.0,0.6666666666666666,471,6327,64771,1.1158407885503903,False
rsz,RGGI_2009,carbon,regional,pre_carbon_share_z,rel_inv,l_margin,6,0,0,0.0,0.0,-0.002205288908256298,-0.19986410671367538,0.19986410671367538,0.7168220030862518,0.8764288928126329,-1.0,1.0,511,2137,52626,1.0999320533568377,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_carbon_high25,n_op_seg,,3,0,0,0.0,0.0,-0.020554144959242487,-0.8541646276764854,0.8541646276764854,0.24232057658947292,0.7450409018394712,-1.0,0.6666666666666666,1554,6422,71654,1.0937489805049094,False
rsz,GAS_SPIKE_2001,gas,national,pre_oilgas_any,rel_inv,l_margin,6,0,0,0.0,0.0,-0.008660941870768447,-0.5181179899217307,0.5181179899217307,0.4931535588583742,0.9675792149420996,-1.0,0.8333333333333334,201,3162,54099,1.0923923282941987,False
rsz,FERC636_1992,gas,national,pre_gas_any,rel_inv,sgrow,6,0,0,0.0,0.0,0.019376459279785468,0.8425834621652676,0.8425834621652676,0.2406541485255813,0.9505762048773732,1.0,0.6666666666666666,112,1880,41970,1.0879583977493004,False
firm_did,GAS_SPIKE_2001,gas,national,pre_energy_share_z,hhi,,3,0,0,0.0,0.0,0.0016657471454330237,0.7400552739941,0.7894993766124018,0.3186693469357764,0.45926919989328496,1.0,0.6666666666666666,7903,0,71277,1.0614163549728675,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_any,log_nseg,,3,0,0,0.0,0.0,0.040547273308310136,0.7811773046035799,0.7892644583508254,0.35876802802718677,0.4348352861108631,1.0,0.6666666666666666,17,331,3790,1.0612988958420793,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_carbon_share_z,log_nseg,,3,0,0,0.0,0.0,-0.0012516820894511028,-0.4953748262211428,0.788456416604923,0.35179092090810915,0.620337271406457,-1.0,0.6666666666666666,7976,0,71654,1.060894874969128,False
firm_did,RGGI_2009,carbon,regional,pre_electric_any,multi_seg,,3,0,0,0.0,0.0,-0.10894614101012917,-0.7805652993159331,0.7805652993159331,0.2614617012514737,0.7289297883595967,-1.0,0.6666666666666666,2,346,3790,1.056949316324633,False
rsz,CARBON_STACK_2009_2013,carbon,stacked_regional,pre_carbon_share_z,rel_inv,l_margin,6,0,0,0.0,0.0,-0.002904521838820681,-0.4272550605806741,0.4272550605806741,0.6519757449147225,0.9793626992169733,-1.0,0.8333333333333334,673,2475,89941,1.0469608636236705,False
rsz,CARBON_STACK_2009_2013,carbon,stacked_regional,pre_carbon_share_z,rel_inv,sgrow,6,0,0,0.0,0.0,0.0020921669159213877,0.7246286609514614,0.7246286609514614,0.12406829297958999,0.8637407380957391,1.0,0.6666666666666666,673,2475,89941,1.0289809971423973,False
rsz,OIL_COLLAPSE_1986,oil,national,pre_oilgas_any,rel_inv,l_margin,6,0,0,0.0,0.0,0.010342537475018157,0.7011717374561277,0.7011717374561277,0.2320837418257935,0.8896638580179406,1.0,0.6666666666666666,394,2081,49444,1.0172525353947304,False
rsz,CA_CARBON_2013,carbon,regional,pre_carbon_high25,rel_inv,sgrow,6,0,0,0.0,0.0,0.014458124754863447,0.6841591988348142,0.6841591988348142,0.4253465419797817,0.6910712281677436,1.0,0.6666666666666666,17,2203,45314,1.0087462660840738,False
rsz,GAS_SPIKE_2001,gas,national,energy_segment,rel_inv,sgrow,6,0,0,0.0,0.0,0.005071868788443255,0.6696902275989182,0.6696902275989182,0.44475445189268914,0.9531998337066718,1.0,0.6666666666666666,376,3244,54099,1.0015117804661258,False
rsz,CA_CARBON_2013,carbon,regional,carbon_segment,rel_inv,sgrow,6,0,0,0.0,0.0,0.008662189053840055,0.5663189788899079,0.6591967384884792,0.4935290523771423,0.5811910110593554,1.0,0.6666666666666666,24,2210,45314,0.9962650359109062,False
