model,shock,family,design,event_year,span,window_start,window_end,sample,outcome,opp,treatment,treatment_col,treatment_scope,note,status,beta,se,t,p,nobs,firms,treated_firms,control_firms,rows
rsz,SO2_ALLOWANCE_1995,carbon,national,1995,3,1992,1998,all_multiseg,rel_inv,l_margin,pre_electric_any,share_electric,firm_pre_binary,"Exploratory emissions-market analog: Acid Rain Program SO2 allowance compliance start, not CO2 carbon.",ok,0.05826197788330613,0.02662025444449412,2.1886333958523254,0.028636493614465408,26153.0,2541.0,152.0,2389.0,26153.0
rsz,SO2_ALLOWANCE_1995,carbon,national,1995,3,1992,1998,all_multiseg,rel_inv,sgrow,pre_electric_any,share_electric,firm_pre_binary,"Exploratory emissions-market analog: Acid Rain Program SO2 allowance compliance start, not CO2 carbon.",ok,0.010865980388724215,0.022428583895536716,0.48447019389782087,0.628058196531736,26153.0,2541.0,152.0,2389.0,26153.0
rsz,SO2_ALLOWANCE_1995,carbon,national,1995,3,1992,1998,pre_multiseg,rel_inv,l_margin,pre_electric_any,share_electric,firm_pre_binary,"Exploratory emissions-market analog: Acid Rain Program SO2 allowance compliance start, not CO2 carbon.",ok,0.053627982155473625,0.024013784167605124,2.2332166301310563,0.025547552270015483,24277.0,2067.0,142.0,1925.0,24277.0
rsz,SO2_ALLOWANCE_1995,carbon,national,1995,3,1992,1998,pre_multiseg,rel_inv,sgrow,pre_electric_any,share_electric,firm_pre_binary,"Exploratory emissions-market analog: Acid Rain Program SO2 allowance compliance start, not CO2 carbon.",ok,0.017824082455327517,0.021080534387575116,0.8455232741079394,0.3978305783347882,24277.0,2067.0,142.0,1925.0,24277.0
rsz,SO2_ALLOWANCE_1995,carbon,national,1995,5,1990,2000,all_multiseg,rel_inv,l_margin,pre_electric_any,share_electric,firm_pre_binary,"Exploratory emissions-market analog: Acid Rain Program SO2 allowance compliance start, not CO2 carbon.",ok,0.03856320415996315,0.01741074094543066,2.214908847408003,0.02677397184479169,45115.0,4091.0,199.0,3892.0,45115.0
rsz,SO2_ALLOWANCE_1995,carbon,national,1995,5,1990,2000,all_multiseg,rel_inv,sgrow,pre_electric_any,share_electric,firm_pre_binary,"Exploratory emissions-market analog: Acid Rain Program SO2 allowance compliance start, not CO2 carbon.",ok,-0.005597201622662553,0.01742442790265884,-0.3212272824066988,0.7480404459239203,45115.0,4091.0,199.0,3892.0,45115.0
rsz,SO2_ALLOWANCE_1995,carbon,national,1995,5,1990,2000,pre_multiseg,rel_inv,l_margin,pre_electric_any,share_electric,firm_pre_binary,"Exploratory emissions-market analog: Acid Rain Program SO2 allowance compliance start, not CO2 carbon.",ok,0.03907527687725028,0.018832990382631996,2.0748312447122554,0.03801172540696962,37338.0,2348.0,157.0,2191.0,37338.0
rsz,SO2_ALLOWANCE_1995,carbon,national,1995,5,1990,2000,pre_multiseg,rel_inv,sgrow,pre_electric_any,share_electric,firm_pre_binary,"Exploratory emissions-market analog: Acid Rain Program SO2 allowance compliance start, not CO2 carbon.",ok,0.0013203284501784414,0.017106500938289766,0.07718284732461729,0.9384786646627012,37338.0,2348.0,157.0,2191.0,37338.0
rsz,SO2_ALLOWANCE_1995,carbon,national,1995,7,1988,2002,all_multiseg,rel_inv,l_margin,pre_electric_any,share_electric,firm_pre_binary,"Exploratory emissions-market analog: Acid Rain Program SO2 allowance compliance start, not CO2 carbon.",ok,0.013417410102220109,0.014007273677029277,0.9578887663359863,0.3381239754022056,65603.0,4958.0,226.0,4732.0,65603.0
rsz,SO2_ALLOWANCE_1995,carbon,national,1995,7,1988,2002,all_multiseg,rel_inv,sgrow,pre_electric_any,share_electric,firm_pre_binary,"Exploratory emissions-market analog: Acid Rain Program SO2 allowance compliance start, not CO2 carbon.",ok,0.0003533538685785771,0.011043551306497553,0.03199639851092816,0.9744750642842461,65603.0,4958.0,226.0,4732.0,65603.0
rsz,SO2_ALLOWANCE_1995,carbon,national,1995,7,1988,2002,pre_multiseg,rel_inv,l_margin,pre_electric_any,share_electric,firm_pre_binary,"Exploratory emissions-market analog: Acid Rain Program SO2 allowance compliance start, not CO2 carbon.",ok,0.014795762449685385,0.01786838139468329,0.8280415625160006,0.4076522170806549,50737.0,2705.0,177.0,2528.0,50737.0
rsz,SO2_ALLOWANCE_1995,carbon,national,1995,7,1988,2002,pre_multiseg,rel_inv,sgrow,pre_electric_any,share_electric,firm_pre_binary,"Exploratory emissions-market analog: Acid Rain Program SO2 allowance compliance start, not CO2 carbon.",ok,0.0008578342437897115,0.011381998309303237,0.07536763057577936,0.9399226138922385,50737.0,2705.0,177.0,2528.0,50737.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,all_multiseg,rel_inv,l_margin,gas_segment,seg_gas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.022620332068083396,0.011384249596503622,-1.9869849019324601,0.04693595828206809,37237.0,3806.0,140.0,3800.0,37237.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,all_multiseg,rel_inv,sgrow,gas_segment,seg_gas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.001228318465404058,0.017782313844880302,-0.06907528885830021,0.9449302934370722,37237.0,3806.0,140.0,3800.0,37237.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,pre_multiseg,rel_inv,l_margin,gas_segment,seg_gas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.023982330170757914,0.012000866881346182,-1.9983831508068295,0.04568733412147852,35309.0,3363.0,119.0,3359.0,35309.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,pre_multiseg,rel_inv,sgrow,gas_segment,seg_gas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.0016501882372525344,0.01874454732313406,-0.08803564091494023,0.9298491443135259,35309.0,3363.0,119.0,3359.0,35309.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,all_multiseg,rel_inv,l_margin,gas_segment,seg_gas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.014073782379116358,0.013783705989154632,-1.0210448764787907,0.3072398426493834,56626.0,4718.0,173.0,4707.0,56626.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,all_multiseg,rel_inv,sgrow,gas_segment,seg_gas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.004196198980776657,0.013164033480325361,0.31876240569033737,0.7499084845575885,56626.0,4718.0,173.0,4707.0,56626.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,pre_multiseg,rel_inv,l_margin,gas_segment,seg_gas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.015635440036441406,0.01465481042598047,-1.0669152027188593,0.28601757943179096,51572.0,3835.0,147.0,3828.0,51572.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,pre_multiseg,rel_inv,sgrow,gas_segment,seg_gas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.00349753187635867,0.014622677364479393,0.23918546441123584,0.810963191154344,51572.0,3835.0,147.0,3828.0,51572.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,all_multiseg,rel_inv,l_margin,gas_segment,seg_gas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.0006186657508762489,0.016499294782231957,0.037496496610418054,0.9700892778259376,74695.0,5280.0,195.0,5269.0,74695.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,all_multiseg,rel_inv,sgrow,gas_segment,seg_gas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.001028704995564865,0.01187189458389357,-0.0866504489486029,0.9309496987764194,74695.0,5280.0,195.0,5269.0,74695.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,pre_multiseg,rel_inv,l_margin,gas_segment,seg_gas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.001382986157791812,0.017049609524580976,-0.08111541532947814,0.9353505123190655,66320.0,4163.0,160.0,4156.0,66320.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,pre_multiseg,rel_inv,sgrow,gas_segment,seg_gas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.003355466822378162,0.012845030502566164,-0.26122684735608925,0.7939187217790138,66320.0,4163.0,160.0,4156.0,66320.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,all_multiseg,rel_inv,l_margin,oilgas_segment,seg_oilgas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.008637917309498745,0.017488341850602697,-0.49392431731319675,0.6213643647733829,37237.0,3806.0,227.0,3757.0,37237.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,all_multiseg,rel_inv,sgrow,oilgas_segment,seg_oilgas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.007873768722207524,0.015664491271957102,-0.502650777833003,0.6152146529987874,37237.0,3806.0,227.0,3757.0,37237.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,pre_multiseg,rel_inv,l_margin,oilgas_segment,seg_oilgas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.014958776881904829,0.01856729076082368,-0.8056521048007346,0.4204521184886203,35309.0,3363.0,202.0,3321.0,35309.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,pre_multiseg,rel_inv,sgrow,oilgas_segment,seg_oilgas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.008412770948215211,0.01643141605240657,-0.5119930577731957,0.6086609708555479,35309.0,3363.0,202.0,3321.0,35309.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,all_multiseg,rel_inv,l_margin,oilgas_segment,seg_oilgas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.018448200628485213,0.020330202960218213,-0.9074282565985362,0.36418627273949866,56626.0,4718.0,312.0,4650.0,56626.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,all_multiseg,rel_inv,sgrow,oilgas_segment,seg_oilgas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.005902149079824366,0.01117757275525371,-0.5280349507946815,0.5974782394422908,56626.0,4718.0,312.0,4650.0,56626.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,pre_multiseg,rel_inv,l_margin,oilgas_segment,seg_oilgas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.02052892384303511,0.02200619688824079,-0.9328701341395763,0.3508935390637937,51572.0,3835.0,271.0,3781.0,51572.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,pre_multiseg,rel_inv,sgrow,oilgas_segment,seg_oilgas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.007768409497273914,0.012686264382016624,-0.6123480690096605,0.5403115199159143,51572.0,3835.0,271.0,3781.0,51572.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,all_multiseg,rel_inv,l_margin,oilgas_segment,seg_oilgas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.010845954681282034,0.018335584683353723,-0.5915248882752412,0.5541713629385667,74695.0,5280.0,370.0,5208.0,74695.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,all_multiseg,rel_inv,sgrow,oilgas_segment,seg_oilgas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.009613703555297025,0.010882224556229279,-0.8834318301025944,0.37700709506643526,74695.0,5280.0,370.0,5208.0,74695.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,pre_multiseg,rel_inv,l_margin,oilgas_segment,seg_oilgas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.014030885796704126,0.01937225660193737,-0.724277304653343,0.4688991178248547,66320.0,4163.0,312.0,4109.0,66320.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,pre_multiseg,rel_inv,sgrow,oilgas_segment,seg_oilgas,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.009131678833290082,0.012721964157140688,-0.7177884421380466,0.47289131370287385,66320.0,4163.0,312.0,4109.0,66320.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,all_multiseg,rel_inv,l_margin,energy_segment,seg_energy_trial,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.02325728238552678,0.010301073114327411,-2.2577533551508355,0.023970410987693036,37237.0,3806.0,440.0,3648.0,37237.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,all_multiseg,rel_inv,sgrow,energy_segment,seg_energy_trial,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.006278831225463456,0.008966653578500815,0.7002424227158834,0.4837830321157224,37237.0,3806.0,440.0,3648.0,37237.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,pre_multiseg,rel_inv,l_margin,energy_segment,seg_energy_trial,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.028777704374898065,0.010721823278541296,-2.684030843195661,0.007279445854241784,35309.0,3363.0,376.0,3244.0,35309.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,pre_multiseg,rel_inv,sgrow,energy_segment,seg_energy_trial,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.007294330512521342,0.009545017589462789,0.7642029408697906,0.44475445189268914,35309.0,3363.0,376.0,3244.0,35309.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,all_multiseg,rel_inv,l_margin,energy_segment,seg_energy_trial,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.02811964316466931,0.012346376586007774,-2.2775624061668003,0.02275833212941003,56626.0,4718.0,571.0,4527.0,56626.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,all_multiseg,rel_inv,sgrow,energy_segment,seg_energy_trial,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.005092457675262952,0.006984159147204274,0.7291439911276133,0.4659181954602165,56626.0,4718.0,571.0,4527.0,56626.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,pre_multiseg,rel_inv,l_margin,energy_segment,seg_energy_trial,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.03290281548048395,0.013067171092584848,-2.5179754093183275,0.01180763522309336,51572.0,3835.0,476.0,3698.0,51572.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,pre_multiseg,rel_inv,sgrow,energy_segment,seg_energy_trial,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.0050512799016235585,0.007903269160822768,0.6391380324819529,0.5227373746206156,51572.0,3835.0,476.0,3698.0,51572.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,all_multiseg,rel_inv,l_margin,energy_segment,seg_energy_trial,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.01734972046000829,0.011826851886193528,-1.4669770643075415,0.14238835930404514,74695.0,5280.0,653.0,5077.0,74695.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,all_multiseg,rel_inv,sgrow,energy_segment,seg_energy_trial,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.0006686214606874758,0.006682751066265849,-0.10005182806563591,0.9203035657760168,74695.0,5280.0,653.0,5077.0,74695.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,pre_multiseg,rel_inv,l_margin,energy_segment,seg_energy_trial,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.022128388699309477,0.012339079586800637,-1.7933581304541275,0.07292211409791327,66320.0,4163.0,535.0,4026.0,66320.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,pre_multiseg,rel_inv,sgrow,energy_segment,seg_energy_trial,segment,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.00045368736520589144,0.007730325338178651,-0.05868929771496333,0.9531998337066718,66320.0,4163.0,535.0,4026.0,66320.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,all_multiseg,rel_inv,l_margin,pre_gas_any,share_gas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.012763784781448722,0.011424831847523258,-1.1171967300521566,0.2639219327397866,37237.0,3806.0,117.0,3689.0,37237.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,all_multiseg,rel_inv,sgrow,pre_gas_any,share_gas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.004536594274391566,0.009960022519232298,0.45548032302453456,0.6487680365817565,37237.0,3806.0,117.0,3689.0,37237.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,pre_multiseg,rel_inv,l_margin,pre_gas_any,share_gas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.01433713645843037,0.011895613588580416,-1.2052456438391521,0.22812135775568043,35309.0,3363.0,116.0,3247.0,35309.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,pre_multiseg,rel_inv,sgrow,pre_gas_any,share_gas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.0029214747584268516,0.010584258273480342,0.27602073597795956,0.7825347138178449,35309.0,3363.0,116.0,3247.0,35309.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,all_multiseg,rel_inv,l_margin,pre_gas_any,share_gas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.020339382262924897,0.01545992361714236,-1.315619841767657,0.18830980909570605,56626.0,4718.0,148.0,4570.0,56626.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,all_multiseg,rel_inv,sgrow,pre_gas_any,share_gas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.012157800061983397,0.008152490813996488,1.4912988360698856,0.1358915657538875,56626.0,4718.0,148.0,4570.0,56626.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,pre_multiseg,rel_inv,l_margin,pre_gas_any,share_gas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.022849341432977198,0.01603221036114475,-1.4252146721049936,0.15410418407510162,51572.0,3835.0,146.0,3689.0,51572.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,pre_multiseg,rel_inv,sgrow,pre_gas_any,share_gas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.011064381827872134,0.009057069851089944,1.2216292917891791,0.22185617629404852,51572.0,3835.0,146.0,3689.0,51572.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,all_multiseg,rel_inv,l_margin,pre_gas_any,share_gas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.009025164621430654,0.014948146448322713,-0.6037647980391134,0.5460026675736984,74695.0,5280.0,161.0,5119.0,74695.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,all_multiseg,rel_inv,sgrow,pre_gas_any,share_gas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.007059269540860274,0.00827548861711604,0.8530335630284981,0.3936446321828435,74695.0,5280.0,161.0,5119.0,74695.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,pre_multiseg,rel_inv,l_margin,pre_gas_any,share_gas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.010648983714966984,0.015337390717463264,-0.6943152137893948,0.48748798896503276,66320.0,4163.0,158.0,4005.0,66320.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,pre_multiseg,rel_inv,sgrow,pre_gas_any,share_gas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.005513082432128184,0.008955878553732564,0.6155825359903393,0.5381730655258656,66320.0,4163.0,158.0,4005.0,66320.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,all_multiseg,rel_inv,l_margin,pre_oilgas_any,share_oilgas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.009460040338881082,0.014873928187849444,-0.6360149262122307,0.524773045948979,37237.0,3806.0,206.0,3600.0,37237.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,all_multiseg,rel_inv,sgrow,pre_oilgas_any,share_oilgas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.00508121303856967,0.010187581360708473,-0.4987653947154645,0.6179494570265409,37237.0,3806.0,206.0,3600.0,37237.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,pre_multiseg,rel_inv,l_margin,pre_oilgas_any,share_oilgas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.010669602800825692,0.015568947041088254,-0.6853130640541956,0.4931535588583742,35309.0,3363.0,201.0,3162.0,35309.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,pre_multiseg,rel_inv,sgrow,pre_oilgas_any,share_oilgas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.007049000582745189,0.010811098775454962,-0.6520151863517264,0.5143981387043386,35309.0,3363.0,201.0,3162.0,35309.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,all_multiseg,rel_inv,l_margin,pre_oilgas_any,share_oilgas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.007861843402655812,0.016472176825483957,-0.47728017286050645,0.6331654421922202,56626.0,4718.0,273.0,4445.0,56626.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,all_multiseg,rel_inv,sgrow,pre_oilgas_any,share_oilgas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.002577423699223782,0.008041177130422265,0.3205281586787324,0.7485697950642729,56626.0,4718.0,273.0,4445.0,56626.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,pre_multiseg,rel_inv,l_margin,pre_oilgas_any,share_oilgas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.009694699936069695,0.01734430488950145,-0.558955806982955,0.5761955015722873,51572.0,3835.0,268.0,3567.0,51572.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,pre_multiseg,rel_inv,sgrow,pre_oilgas_any,share_oilgas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.0004805336471725192,0.008993163451372108,0.053433216217059085,0.9573870490245677,51572.0,3835.0,268.0,3567.0,51572.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,all_multiseg,rel_inv,l_margin,pre_oilgas_any,share_oilgas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.0006587370890922827,0.016207162708019765,0.040644812479504557,0.9675792149420996,74695.0,5280.0,319.0,4961.0,74695.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,all_multiseg,rel_inv,sgrow,pre_oilgas_any,share_oilgas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.0030049459878333205,0.008061410948662574,0.3727568296629085,0.7093309592885966,74695.0,5280.0,319.0,4961.0,74695.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,pre_multiseg,rel_inv,l_margin,pre_oilgas_any,share_oilgas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.0007652490824651413,0.016814361009434665,-0.04551163627542874,0.9636996937414994,66320.0,4163.0,310.0,3853.0,66320.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,pre_multiseg,rel_inv,sgrow,pre_oilgas_any,share_oilgas,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.000621891765380849,0.008891044769716545,0.06994585917495898,0.944237050158256,66320.0,4163.0,310.0,3853.0,66320.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,all_multiseg,rel_inv,l_margin,pre_energy_any,share_energy,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.010713174182632915,0.012253748678545848,-0.8742772896419683,0.38197642725584524,37237.0,3806.0,343.0,3463.0,37237.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,all_multiseg,rel_inv,sgrow,pre_energy_any,share_energy,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,7.315975397394398e-05,0.00899114556667977,0.008136866813175204,0.9935078620747171,37237.0,3806.0,343.0,3463.0,37237.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,pre_multiseg,rel_inv,l_margin,pre_energy_any,share_energy,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.012014305350107534,0.0127585922254898,-0.9416638715127764,0.3463750235510419,35309.0,3363.0,335.0,3028.0,35309.0
rsz,GAS_SPIKE_2001,gas,national,2001,3,1998,2004,pre_multiseg,rel_inv,sgrow,pre_energy_any,share_energy,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.0017660862354242897,0.009454724971292832,-0.18679403586953797,0.8518238334284776,35309.0,3363.0,335.0,3028.0,35309.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,all_multiseg,rel_inv,l_margin,pre_energy_any,share_energy,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.01023747367517556,0.013733850135677503,-0.7454190612274754,0.45602315176492003,56626.0,4718.0,434.0,4284.0,56626.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,all_multiseg,rel_inv,sgrow,pre_energy_any,share_energy,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.005609217142229963,0.006775321457562238,0.8278894481042322,0.4077384423758317,56626.0,4718.0,434.0,4284.0,56626.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,pre_multiseg,rel_inv,l_margin,pre_energy_any,share_energy,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.012166836934538662,0.014413079720518878,-0.8441524761163709,0.3985900481079443,51572.0,3835.0,424.0,3411.0,51572.0
rsz,GAS_SPIKE_2001,gas,national,2001,5,1996,2006,pre_multiseg,rel_inv,sgrow,pre_energy_any,share_energy,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.003512927433494922,0.007506644667619904,0.46797571871864685,0.6398049038871716,51572.0,3835.0,424.0,3411.0,51572.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,all_multiseg,rel_inv,l_margin,pre_energy_any,share_energy,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.0003289552150658994,0.013634864103783641,-0.02412603547508883,0.980752168892606,74695.0,5280.0,488.0,4792.0,74695.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,all_multiseg,rel_inv,sgrow,pre_energy_any,share_energy,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,0.0002423693146303671,0.006579559404416586,0.036836708924259366,0.970615346210074,74695.0,5280.0,488.0,4792.0,74695.0
rsz,GAS_SPIKE_2001,gas,national,2001,7,1994,2008,pre_multiseg,rel_inv,l_margin,pre_energy_any,share_energy,firm_pre_binary,Exploratory natural-gas price-spike shock; not a derivative-availability event.,ok,-0.001652664672674746,0.01413776916338098,-0.11689713232519063,0.9069420708545186,66320.0,4163.0,472.0,3691.0,66320.0
