status,k,beta,se,t,p,nobs,firms,shock,treatment,outcome,span,check
ok,5,0.009353449951019027,0.0041321433987753795,2.263583096799365,0.023602852871040136,83153,13963,NATGAS_1990,pre_energy_share_z,log_nseg,5,event_study
ok,-5,-0.03336380632135757,0.01270174824870453,-2.6267097779048165,0.008623593311885225,74164,11858,OIL_COLLAPSE_1986,pre_oilgas_share_z,n_op_seg,5,event_study
ok,-4,-0.04222023767149707,0.01047683790545977,-4.029864550017991,5.587523505812264e-05,74164,11858,OIL_COLLAPSE_1986,pre_oilgas_share_z,n_op_seg,5,event_study
ok,-3,-0.02267115973279974,0.008466589822133535,-2.6777203347600853,0.007414451384949894,74164,11858,OIL_COLLAPSE_1986,pre_oilgas_share_z,n_op_seg,5,event_study
ok,-2,-0.01675279680402714,0.005970140096023441,-2.8060977689930184,0.005016103099985125,74164,11858,OIL_COLLAPSE_1986,pre_oilgas_share_z,n_op_seg,5,event_study
ok,0,0.03708500407096783,0.006267726523232898,5.916819110327001,3.299369888409842e-09,74164,11858,OIL_COLLAPSE_1986,pre_oilgas_share_z,n_op_seg,5,event_study
ok,1,0.050950450746403586,0.008713365306597252,5.847390641113931,5.018277793311654e-09,74164,11858,OIL_COLLAPSE_1986,pre_oilgas_share_z,n_op_seg,5,event_study
ok,2,0.07111623409894176,0.010615529486227175,6.699263959580118,2.1124657578752704e-11,74164,11858,OIL_COLLAPSE_1986,pre_oilgas_share_z,n_op_seg,5,event_study
ok,3,0.07550956500277227,0.01252394185200513,6.029217150244346,1.6567940352985033e-09,74164,11858,OIL_COLLAPSE_1986,pre_oilgas_share_z,n_op_seg,5,event_study
ok,4,0.07277683225445182,0.01470018008206606,4.9507442662718235,7.412298741460432e-07,74164,11858,OIL_COLLAPSE_1986,pre_oilgas_share_z,n_op_seg,5,event_study
ok,5,0.07677696730489551,0.016155640302936515,4.752332056497954,2.015317131398575e-06,74164,11858,OIL_COLLAPSE_1986,pre_oilgas_share_z,n_op_seg,5,event_study
ok,-5,-0.058953967823953526,0.010520817880140346,-5.60355368713664,2.1079771039822504e-08,83153,13963,NATGAS_1990,pre_energy_share_z,n_op_seg,5,event_study
ok,-4,-0.03148034571460158,0.009553585025109166,-3.2951343010883876,0.0009842410061202678,83153,13963,NATGAS_1990,pre_energy_share_z,n_op_seg,5,event_study
