status,beta,se,t,p,nobs,firms,t_std,t_p25,t_p75,shock,treatment,outcome,dropped_k,span,check
ok,-0.009288784189937373,0.002488465470507549,-3.732735816520221,0.00018964605778126753,50930,6259,0.9364172700317797,-0.3038856433758858,-0.3038856433758858,OIL_COLLAPSE_1986,pre_oilgas_share_z,hhi,2,5,leave_one_relative_year
ok,-0.0088486502780169,0.002397888657755951,-3.6901839663805966,0.0002243555741006098,51349,6259,0.9364172700317797,-0.3038856433758858,-0.3038856433758858,OIL_COLLAPSE_1986,pre_oilgas_share_z,hhi,3,5,leave_one_relative_year
ok,-0.008920551914920088,0.0024274673980674783,-3.6748390202981898,0.00023827311165747211,51675,6260,0.9363485232675961,-0.3038856433758858,-0.3038856433758858,OIL_COLLAPSE_1986,pre_oilgas_share_z,hhi,4,5,leave_one_relative_year
ok,-0.008259458331041906,0.0024691157917597897,-3.3451077339533035,0.000823168718012468,51911,6260,0.9363485232675961,-0.3038856433758858,-0.3038856433758858,OIL_COLLAPSE_1986,pre_oilgas_share_z,hhi,5,5,leave_one_relative_year
ok,-0.03919391258777687,0.012296889456606286,-3.187302994475618,0.0014368668390081218,62490,7577,0.2702538224771348,0.0,0.0,EU_ETS_2005,pre_energy_any,multi_seg,-5,5,leave_one_relative_year
ok,-0.04139577424640545,0.012093730956896087,-3.422911787433203,0.0006199960690118633,62209,7590,0.27045241469864895,0.0,0.0,EU_ETS_2005,pre_energy_any,multi_seg,-4,5,leave_one_relative_year
ok,-0.041191681974505345,0.012304729288939059,-3.347630086549997,0.000815610565958691,61908,7591,0.2704361350470698,0.0,0.0,EU_ETS_2005,pre_energy_any,multi_seg,-3,5,leave_one_relative_year
ok,-0.04646454337502559,0.013301838506350666,-3.4930918273321487,0.00047784452787924536,61544,7589,0.2704686972556579,0.0,0.0,EU_ETS_2005,pre_energy_any,multi_seg,-2,5,leave_one_relative_year
ok,-0.051033690768762435,0.014051553327382378,-3.6318896267014593,0.00028163971096639706,55739,6624,0.2837742002765173,0.0,0.0,EU_ETS_2005,pre_energy_any,multi_seg,-1,5,leave_one_relative_year
ok,-0.04455896393889608,0.014249637012829258,-3.127024491836436,0.0017668475539118766,57814,6950,0.27286579445139825,0.0,0.0,EU_ETS_2005,pre_energy_any,multi_seg,0,5,leave_one_relative_year
ok,-0.04781560282104002,0.013211219852412009,-3.6193177734689046,0.0002956525131068144,61189,7584,0.27055015365196017,0.0,0.0,EU_ETS_2005,pre_energy_any,multi_seg,1,5,leave_one_relative_year
ok,-0.04483333250861781,0.012409639523802165,-3.6127828227907637,0.0003032020308610939,61827,7590,0.27045241469864895,0.0,0.0,EU_ETS_2005,pre_energy_any,multi_seg,2,5,leave_one_relative_year
ok,-0.04223119491304159,0.012255754632542205,-3.445825751186861,0.000569744096508451,62360,7590,0.27045241469864895,0.0,0.0,EU_ETS_2005,pre_energy_any,multi_seg,3,5,leave_one_relative_year
ok,-0.03987264375977798,0.012205739162531497,-3.266712751176661,0.00108870455983201,62748,7590,0.27045241469864895,0.0,0.0,EU_ETS_2005,pre_energy_any,multi_seg,4,5,leave_one_relative_year
ok,-0.039196087493411635,0.012340631000068155,-3.1761817927458624,0.0014930897461133963,63133,7586,0.2703125125031238,0.0,0.0,EU_ETS_2005,pre_energy_any,multi_seg,5,5,leave_one_relative_year
