status,beta,se,t,p,nobs,firms,t_std,t_p25,t_p75,shock,treatment,outcome,dropped_k,span,check
ok,0.025413285432013138,0.006870866745149702,3.698701542997169,0.0002169255416979432,59516,6886,1.0120863756342662,-0.30335483928172946,-0.30335483928172946,FERC636_1992,pre_energy_share_z,n_op_seg,-3,5,leave_one_relative_year
ok,0.02710701045209989,0.007222323016599632,3.7532259897262583,0.00017476246266778794,59067,6887,1.0120199048938294,-0.30335483928172946,-0.30335483928172946,FERC636_1992,pre_energy_share_z,n_op_seg,-2,5,leave_one_relative_year
ok,0.02853408070630377,0.007635265851816168,3.737143049120744,0.00018633331235751172,55563,6325,1.0383742982681274,-0.30335483928172946,-0.30335483928172946,FERC636_1992,pre_energy_share_z,n_op_seg,-1,5,leave_one_relative_year
ok,0.029428644760080256,0.007795403659436934,3.7751277606329756,0.00016010887083584002,56994,6552,1.026958348322593,-0.30335483928172946,-0.30335483928172946,FERC636_1992,pre_energy_share_z,n_op_seg,0,5,leave_one_relative_year
ok,0.026891521579669366,0.007263148325395917,3.70246074772313,0.0002137391625651741,58833,6886,1.0120863756342662,-0.30335483928172946,-0.30335483928172946,FERC636_1992,pre_energy_share_z,n_op_seg,1,5,leave_one_relative_year
ok,0.0254147869979568,0.006952723986262104,3.655371196695555,0.000257061273762238,59231,6888,1.0119534470540352,-0.30335483928172946,-0.30335483928172946,FERC636_1992,pre_energy_share_z,n_op_seg,2,5,leave_one_relative_year
ok,0.023495323433702354,0.006750665256150729,3.480445636420066,0.0005009848585664223,59630,6888,1.0119534470540352,-0.30335483928172946,-0.30335483928172946,FERC636_1992,pre_energy_share_z,n_op_seg,3,5,leave_one_relative_year
ok,0.024077113953387082,0.006660167045117782,3.6150916020997923,0.0003005191588141276,59978,6888,1.0119534470540352,-0.30335483928172946,-0.30335483928172946,FERC636_1992,pre_energy_share_z,n_op_seg,4,5,leave_one_relative_year
ok,0.02225689552359987,0.00667136707805919,3.3361821142773582,0.0008499537231407839,60320,6880,1.011343996811645,-0.30335483928172946,-0.30335483928172946,FERC636_1992,pre_energy_share_z,n_op_seg,5,5,leave_one_relative_year
ok,-0.009786082912907857,0.002397603300822391,-4.081610543975801,4.4800276523426774e-05,52187,6258,0.936468380294608,-0.3038856433758858,-0.3038856433758858,OIL_COLLAPSE_1986,pre_oilgas_share_z,hhi,-5,5,leave_one_relative_year
ok,-0.009290642354725775,0.002427493965595711,-3.8272566220142323,0.00012975262435555024,51778,6260,0.9363485232675961,-0.3038856433758858,-0.3038856433758858,OIL_COLLAPSE_1986,pre_oilgas_share_z,hhi,-4,5,leave_one_relative_year
ok,-0.008964110436926395,0.0024889729781887335,-3.601529833983865,0.00031669033062220464,51288,6260,0.9363485232675961,-0.3038856433758858,-0.3038856433758858,OIL_COLLAPSE_1986,pre_oilgas_share_z,hhi,-3,5,leave_one_relative_year
ok,-0.008534094634059273,0.002597257800565445,-3.2858096074256964,0.0010176831176671453,50788,6256,0.9363777988143256,-0.3038856433758858,-0.3038856433758858,OIL_COLLAPSE_1986,pre_oilgas_share_z,hhi,-2,5,leave_one_relative_year
ok,-0.007673713128330818,0.0028118979128874248,-2.729015549661613,0.0063551072481822235,46028,5440,0.9561172244688734,-0.3038856433758858,-0.3038856433758858,OIL_COLLAPSE_1986,pre_oilgas_share_z,hhi,-1,5,leave_one_relative_year
ok,-0.010008825087334527,0.0028742472946843866,-3.4822421528741736,0.0004977345954182422,48215,5815,0.916848512848517,-0.3038856433758858,-0.3038856433758858,OIL_COLLAPSE_1986,pre_oilgas_share_z,hhi,0,5,leave_one_relative_year
ok,-0.00931172988043133,0.0026193765408112687,-3.554941313457483,0.00037845823601290185,50430,6258,0.9364860317835944,-0.3038856433758858,-0.3038856433758858,OIL_COLLAPSE_1986,pre_oilgas_share_z,hhi,1,5,leave_one_relative_year
